method,first_alarm_ms,first_post_alarm_ms,origin_at_alarm,leading_at_alarm,origin_score_at_alarm,origin_margin_at_alarm,origin_ignorance_at_alarm,first_localization_ms,first_origin,samples,alarm_samples,pre_alarm_samples,mean_anomaly_ignorance,mean_origin_ignorance,mean_detection_conflict,mean_localization_conflict,high_detection_conflict_samples,high_localization_conflict_samples,propagation_samples
Final CLO-DSF,75500,75500,TIMING,TIMING,1,1,0,75500,TIMING,1201,446,0,0.627718995282,0.627718995282,0,3.63028486418e-77,0,0,0
Candidate 2,75500,75500,TIMING,TIMING,0.92,0.9,0.1,75500,TIMING,1201,446,0,0.627718995282,0.636220539336,0,2.18635510491e-77,0,0,0
Candidate 2 no origin discount,75500,75500,TIMING,TIMING,1,1,0,75500,TIMING,1201,446,0,0.627718995282,0.627718995282,0,3.63028486418e-77,0,0,0
Final no temporal,75500,75500,TIMING,TIMING,1,1,0,75500,TIMING,1201,446,0,0.628447974949,0.628447974949,0,0,0,0,0
Candidate 1,75600,75600,TIMING,TIMING,0.959595959596,0.954545454545,0.030303030303,75600,TIMING,1201,445,0,0.113432329549,0.113432329549,0.000668370699349,0.000668370699349,1,1,0
Plain DS,75500,75500,TIMING,TIMING,1,1,0,75500,TIMING,1201,446,0,0.314366350163,0.314366350163,9.4479685176e-05,9.4479685176e-05,0,0,0
Simple OR,75500,75500,UNKNOWN,UNKNOWN,0,0,1,-1,UNKNOWN,1201,446,0,1,1,0,0,0,0,0
Weighted Sum,75500,75500,UNKNOWN,UNKNOWN,0,0,1,-1,UNKNOWN,1201,446,0,1,1,0,0,0,0,0
Hybrid,-1,-1,UNKNOWN,UNKNOWN,0,0,0,-1,UNKNOWN,1201,0,0,1,1,0,0,0,0,0
Timing Monitor,75500,75500,UNKNOWN,UNKNOWN,0,0,1,-1,UNKNOWN,1201,446,0,1,1,0,0,0,0,0
