method,first_alarm_ms,first_post_alarm_ms,origin_at_alarm,leading_at_alarm,origin_score_at_alarm,origin_margin_at_alarm,origin_ignorance_at_alarm,first_localization_ms,first_origin,samples,alarm_samples,pre_alarm_samples,mean_anomaly_ignorance,mean_origin_ignorance,mean_detection_conflict,mean_localization_conflict,high_detection_conflict_samples,high_localization_conflict_samples,propagation_samples
Final CLO-DSF,30500,30500,TIMING,TIMING,1,1,0,30500,TIMING,1201,896,0,0.253955037469,0.253955037469,0,0,0,0,0
Candidate 2,30500,30500,TIMING,TIMING,0.92,0.9,0.1,30500,TIMING,1201,896,0,0.253955037469,0.270244235664,0,0,0,0,0
Candidate 2 no origin discount,30500,30500,TIMING,TIMING,1,1,0,30500,TIMING,1201,896,0,0.253955037469,0.253955037469,0,0,0,0,0
Final no temporal,30500,30500,TIMING,TIMING,1,1,0,30500,TIMING,1201,896,0,0.253955037469,0.253955037469,0,0,0,0,0
Candidate 1,30600,30600,TIMING,TIMING,0.959595959596,0.954545454545,0.030303030303,30600,TIMING,1201,895,0,0.059066065059,0.059066065059,0.000609382380008,0.000609382380008,1,1,0
Plain DS,30500,30500,TIMING,TIMING,1,1,0,30500,TIMING,1201,896,0,0.126977518734,0.126977518734,0,0,0,0,0
Simple OR,30500,30500,UNKNOWN,UNKNOWN,0,0,1,-1,UNKNOWN,1201,896,0,1,1,0,0,0,0,0
Weighted Sum,30500,30500,UNKNOWN,UNKNOWN,0,0,1,-1,UNKNOWN,1201,896,0,1,1,0,0,0,0,0
Hybrid,39500,39500,UNKNOWN,UNKNOWN,0,0,1,-1,UNKNOWN,1201,469,0,1,1,0,0,0,0,0
Timing Monitor,30500,30500,UNKNOWN,UNKNOWN,0,0,1,-1,UNKNOWN,1201,896,0,1,1,0,0,0,0,0
