origin,model,behavior,magnitude,severity,profile,start_ms,duration_ms,group,seed,stuck_polarity,run_id,partition,simulation_duration_ms,method,first_alarm_ms,first_post_alarm_ms,origin_at_alarm,leading_at_alarm,origin_score_at_alarm,origin_margin_at_alarm,origin_ignorance_at_alarm,first_localization_ms,first_origin,samples,alarm_samples,pre_alarm_samples,mean_anomaly_ignorance,mean_origin_ignorance,mean_detection_conflict,mean_localization_conflict,high_detection_conflict_samples,high_localization_conflict_samples,propagation_samples,injected,detected,false_alarm,latency_ms,control_effect,actuator_effect,plant_manifestation,propagation_plant_ms,propagation_control_ms,propagation_actuator_command_ms,silent_plant,host_seconds,localized_correct,unknown_at_alarm,localized_wrong,localization_before_plant,localization_latency_ms
MEMORY,bit_flip,intermittent,3,1,final_highway,72500,4500,MEMORY/bit_flip/intermittent,17,0,final_0037,development-confirmation,120000,Candidate 2,72500,72500,MEMORY,MEMORY,0.92,0.9,0.1,72500,MEMORY,1201,35,0,0.971058814423,0.971950499889,0.0,2.85528171344e-05,0,0,0,1,1,0,0,1,1,1,72600,72500,72500,0,0.0541070360050071,1,0,0,1,0
MEMORY,bit_flip,intermittent,3,1,final_highway,72500,4500,MEMORY/bit_flip/intermittent,17,0,final_0037,development-confirmation,120000,Candidate 2 no origin discount,72500,72500,MEMORY,MEMORY,1.0,1.0,0.0,72500,MEMORY,1201,35,0,0.971058814423,0.971059642677,0.0,5.2684215621e-05,0,0,0,1,1,0,0,1,1,1,72600,72500,72500,0,0.0541070360050071,1,0,0,1,0
MEMORY,bit_flip,intermittent,3,1,final_highway,72500,4500,MEMORY/bit_flip/intermittent,17,0,final_0037,development-confirmation,120000,Final no temporal,72500,72500,MEMORY,MEMORY,1.0,1.0,0.0,72500,MEMORY,1201,20,0,0.983345670168,0.983345670168,0.0,5.13507166473e-05,0,0,0,1,1,0,0,1,1,1,72600,72500,72500,0,0.0541070360050071,1,0,0,1,0
MEMORY,bit_flip,intermittent,3,1,final_highway,72500,4500,MEMORY/bit_flip/intermittent,17,0,final_0037,development-confirmation,120000,Candidate 1,72600,72600,MEMORY,MEMORY,0.95905306066,0.953722534053,0.0302858861261,72600,MEMORY,1201,15,0,0.165795418665,0.165795418665,0.00655307861348,0.00655307861348,5,5,0,1,1,0,100,1,1,1,72600,72500,72500,0,0.0541070360050071,1,0,0,0,100
MEMORY,bit_flip,intermittent,3,1,final_highway,72500,4500,MEMORY/bit_flip/intermittent,17,0,final_0037,development-confirmation,120000,Plain DS,72500,72500,MEMORY,MEMORY,1.0,1.0,0.0,72500,MEMORY,1201,20,0,0.491673988668,0.491673988668,5.21195364639e-05,5.21195364639e-05,0,0,0,1,1,0,0,1,1,1,72600,72500,72500,0,0.0541070360050071,1,0,0,1,0
MEMORY,bit_flip,intermittent,3,1,final_highway,72500,4500,MEMORY/bit_flip/intermittent,17,0,final_0037,development-confirmation,120000,Simple OR,72500,72500,UNKNOWN,UNKNOWN,0.0,0.0,1.0,-1,UNKNOWN,1201,20,0,1.0,1.0,0.0,0.0,0,0,0,1,1,0,0,1,1,1,72600,72500,72500,0,0.0541070360050071,0,1,0,0,
MEMORY,bit_flip,intermittent,3,1,final_highway,72500,4500,MEMORY/bit_flip/intermittent,17,0,final_0037,development-confirmation,120000,Weighted Sum,72500,72500,UNKNOWN,UNKNOWN,0.0,0.0,1.0,-1,UNKNOWN,1201,20,0,1.0,1.0,0.0,0.0,0,0,0,1,1,0,0,1,1,1,72600,72500,72500,0,0.0541070360050071,0,1,0,0,
MEMORY,bit_flip,intermittent,3,1,final_highway,72500,4500,MEMORY/bit_flip/intermittent,17,0,final_0037,development-confirmation,120000,Hybrid,-1,-1,UNKNOWN,UNKNOWN,0.0,0.0,0.0,-1,UNKNOWN,1201,0,0,1.0,1.0,0.0,0.0,0,0,0,1,0,0,,1,1,1,72600,72500,72500,1,0.0541070360050071,0,0,0,0,
MEMORY,bit_flip,intermittent,3,1,final_highway,72500,4500,MEMORY/bit_flip/intermittent,17,0,final_0037,development-confirmation,120000,Timing Monitor,-1,-1,UNKNOWN,UNKNOWN,0.0,0.0,0.0,-1,UNKNOWN,1201,0,0,1.0,1.0,0.0,0.0,0,0,0,1,0,0,,1,1,1,72600,72500,72500,1,0.0541070360050071,0,0,0,0,
MEMORY,bit_flip,intermittent,3,1,final_hot_slow,30500,4500,MEMORY/bit_flip/intermittent,41,1,final_0038,development-confirmation,120000,Final CLO-DSF,30500,30500,MEMORY,MEMORY,1.0,1.0,0.0,30500,MEMORY,1201,35,0,0.970984886527,0.971034522858,0.0,0.000630577142314,0,0,0,1,1,0,0,1,1,1,30600,30500,30500,0,0.054863621000549756,1,0,0,1,0
MEMORY,bit_flip,intermittent,3,1,final_hot_slow,30500,4500,MEMORY/bit_flip/intermittent,41,1,final_0038,development-confirmation,120000,Candidate 2,30500,30500,MEMORY,MEMORY,0.919999999897,0.899999999844,0.0999999999889,30500,MEMORY,1201,35,0,0.970984886527,0.971934305589,0.0,0.000344682192346,0,0,0,1,1,0,0,1,1,1,30600,30500,30500,0,0.054863621000549756,1,0,0,1,0
MEMORY,bit_flip,intermittent,3,1,final_hot_slow,30500,4500,MEMORY/bit_flip/intermittent,41,1,final_0038,development-confirmation,120000,Candidate 2 no origin discount,30500,30500,MEMORY,MEMORY,1.0,1.0,0.0,30500,MEMORY,1201,35,0,0.970984886527,0.971034522858,0.0,0.000630577142314,0,0,0,1,1,0,0,1,1,1,30600,30500,30500,0,0.054863621000549756,1,0,0,1,0
MEMORY,bit_flip,intermittent,3,1,final_hot_slow,30500,4500,MEMORY/bit_flip/intermittent,41,1,final_0038,development-confirmation,120000,Final no temporal,30500,30500,MEMORY,MEMORY,1.0,1.0,0.0,30500,MEMORY,1201,20,0,0.98325157642,0.98325157642,0.0,0.000549703910885,0,0,0,1,1,0,0,1,1,1,30600,30500,30500,0,0.054863621000549756,1,0,0,1,0
MEMORY,bit_flip,intermittent,3,1,final_hot_slow,30500,4500,MEMORY/bit_flip/intermittent,41,1,final_0038,development-confirmation,120000,Candidate 1,30600,30600,MEMORY,MEMORY,0.957646400371,0.951590333195,0.0302414652749,30600,MEMORY,1201,17,0,0.165812925851,0.165812925851,0.00668142371559,0.00668142371559,5,5,0,1,1,0,100,1,1,1,30600,30500,30500,0,0.054863621000549756,1,0,0,0,100
MEMORY,bit_flip,intermittent,3,1,final_hot_slow,30500,4500,MEMORY/bit_flip/intermittent,41,1,final_0038,development-confirmation,120000,Plain DS,30500,30500,MEMORY,MEMORY,1.0,1.0,0.0,30500,MEMORY,1201,20,0,0.491694768625,0.491694768625,0.000595404184442,0.000595404184442,0,0,0,1,1,0,0,1,1,1,30600,30500,30500,0,0.054863621000549756,1,0,0,1,0
MEMORY,bit_flip,intermittent,3,1,final_hot_slow,30500,4500,MEMORY/bit_flip/intermittent,41,1,final_0038,development-confirmation,120000,Simple OR,30500,30500,UNKNOWN,UNKNOWN,0.0,0.0,1.0,-1,UNKNOWN,1201,20,0,1.0,1.0,0.0,0.0,0,0,0,1,1,0,0,1,1,1,30600,30500,30500,0,0.054863621000549756,0,1,0,0,
MEMORY,bit_flip,intermittent,3,1,final_hot_slow,30500,4500,MEMORY/bit_flip/intermittent,41,1,final_0038,development-confirmation,120000,Weighted Sum,30500,30500,UNKNOWN,UNKNOWN,0.0,0.0,1.0,-1,UNKNOWN,1201,20,0,1.0,1.0,0.0,0.0,0,0,0,1,1,0,0,1,1,1,30600,30500,30500,0,0.054863621000549756,0,1,0,0,
MEMORY,bit_flip,intermittent,3,1,final_hot_slow,30500,4500,MEMORY/bit_flip/intermittent,41,1,final_0038,development-confirmation,120000,Hybrid,33800,33800,UNKNOWN,UNKNOWN,0.0,0.0,1.0,-1,UNKNOWN,1201,12,0,1.0,1.0,0.0,0.0,0,0,0,1,1,0,3300,1,1,1,30600,30500,30500,0,0.054863621000549756,0,1,0,0,
MEMORY,bit_flip,intermittent,3,1,final_hot_slow,30500,4500,MEMORY/bit_flip/intermittent,41,1,final_0038,development-confirmation,120000,Timing Monitor,-1,-1,UNKNOWN,UNKNOWN,0.0,0.0,0.0,-1,UNKNOWN,1201,0,0,1.0,1.0,0.0,0.0,0,0,0,1,0,0,,1,1,1,30600,30500,30500,1,0.054863621000549756,0,0,0,0,
MEMORY,bit_flip,intermittent,3,1,final_hot_slow,72500,4500,MEMORY/bit_flip/intermittent,41,1,final_0039,development-confirmation,120000,Final CLO-DSF,72500,72500,MEMORY,MEMORY,1.0,1.0,0.0,72500,MEMORY,1201,35,0,0.970963829153,0.971030218168,0.0,0.000723309109631,0,0,0,1,1,0,0,1,1,1,72600,72500,72500,0,0.05477371599408798,1,0,0,1,0
MEMORY,bit_flip,intermittent,3,1,final_hot_slow,72500,4500,MEMORY/bit_flip/intermittent,41,1,final_0039,development-confirmation,120000,Candidate 2,72500,72500,MEMORY,MEMORY,0.92,0.9,0.1,72500,MEMORY,1201,35,0,0.970963829153,0.971931260712,0.0,0.000395569109599,0,0,0,1,1,0,0,1,1,1,72600,72500,72500,0,0.05477371599408798,1,0,0,1,0
MEMORY,bit_flip,intermittent,3,1,final_hot_slow,72500,4500,MEMORY/bit_flip/intermittent,41,1,final_0039,development-confirmation,120000,Candidate 2 no origin discount,72500,72500,MEMORY,MEMORY,1.0,1.0,0.0,72500,MEMORY,1201,35,0,0.970963829153,0.971030218168,0.0,0.000723309109631,0,0,0,1,1,0,0,1,1,1,72600,72500,72500,0,0.05477371599408798,1,0,0,1,0
MEMORY,bit_flip,intermittent,3,1,final_hot_slow,72500,4500,MEMORY/bit_flip/intermittent,41,1,final_0039,development-confirmation,120000,Final no temporal,72500,72500,MEMORY,MEMORY,1.0,1.0,0.0,72500,MEMORY,1201,20,0,0.983230041326,0.983230041326,0.0,0.00062510532503,0,0,0,1,1,0,0,1,1,1,72600,72500,72500,0,0.05477371599408798,1,0,0,1,0
MEMORY,bit_flip,intermittent,3,1,final_hot_slow,72500,4500,MEMORY/bit_flip/intermittent,41,1,final_0039,development-confirmation,120000,Candidate 1,72600,72600,MEMORY,MEMORY,0.957625022109,0.95155792825,0.0302407901719,72600,MEMORY,1201,17,0,0.165817270827,0.165817270827,0.0067076759027,0.0067076759027,5,5,0,1,1,0,100,1,1,1,72600,72500,72500,0,0.05477371599408798,1,0,0,0,100
MEMORY,bit_flip,intermittent,3,1,final_hot_slow,72500,4500,MEMORY/bit_flip/intermittent,41,1,final_0039,development-confirmation,120000,Plain DS,72500,72500,MEMORY,MEMORY,1.0,1.0,0.0,72500,MEMORY,1201,20,0,0.491699763127,0.491699763127,0.000681269208932,0.000681269208932,0,0,0,1,1,0,0,1,1,1,72600,72500,72500,0,0.05477371599408798,1,0,0,1,0
MEMORY,bit_flip,intermittent,3,1,final_hot_slow,72500,4500,MEMORY/bit_flip/intermittent,41,1,final_0039,development-confirmation,120000,Simple OR,72500,72500,UNKNOWN,UNKNOWN,0.0,0.0,1.0,-1,UNKNOWN,1201,20,0,1.0,1.0,0.0,0.0,0,0,0,1,1,0,0,1,1,1,72600,72500,72500,0,0.05477371599408798,0,1,0,0,
MEMORY,bit_flip,intermittent,3,1,final_hot_slow,72500,4500,MEMORY/bit_flip/intermittent,41,1,final_0039,development-confirmation,120000,Weighted Sum,72500,72500,UNKNOWN,UNKNOWN,0.0,0.0,1.0,-1,UNKNOWN,1201,20,0,1.0,1.0,0.0,0.0,0,0,0,1,1,0,0,1,1,1,72600,72500,72500,0,0.05477371599408798,0,1,0,0,
MEMORY,bit_flip,intermittent,3,1,final_hot_slow,72500,4500,MEMORY/bit_flip/intermittent,41,1,final_0039,development-confirmation,120000,Hybrid,75800,75800,UNKNOWN,UNKNOWN,0.0,0.0,1.0,-1,UNKNOWN,1201,9,0,1.0,1.0,0.0,0.0,0,0,0,1,1,0,3300,1,1,1,72600,72500,72500,0,0.05477371599408798,0,1,0,0,
MEMORY,bit_flip,intermittent,3,1,final_hot_slow,72500,4500,MEMORY/bit_flip/intermittent,41,1,final_0039,development-confirmation,120000,Timing Monitor,-1,-1,UNKNOWN,UNKNOWN,0.0,0.0,0.0,-1,UNKNOWN,1201,0,0,1.0,1.0,0.0,0.0,0,0,0,1,0,0,,1,1,1,72600,72500,72500,1,0.05477371599408798,0,0,0,0,
MEMORY,bit_flip,intermittent,5,2,final_moderate,30500,11000,MEMORY/bit_flip/intermittent,83,0,final_0040,development-confirmation,120000,Final CLO-DSF,30500,30500,MEMORY,MEMORY,1.0,1.0,0.0,30500,MEMORY,1201,89,0,0.927243258396,0.927243258396,0.0,1.47722469284e-33,0,0,0,1,1,0,0,1,1,1,30600,30500,30500,0,0.05545893400267232,1,0,0,1,0
MEMORY,bit_flip,intermittent,5,2,final_moderate,30500,11000,MEMORY/bit_flip/intermittent,83,0,final_0040,development-confirmation,120000,Candidate 2,30500,30500,MEMORY,MEMORY,0.92,0.9,0.1,30500,MEMORY,1201,89,0,0.927243258396,0.92981929772,0.0,8.89640600305e-34,0,0,0,1,1,0,0,1,1,1,30600,30500,30500,0,0.05545893400267232,1,0,0,1,0
MEMORY,bit_flip,intermittent,5,2,final_moderate,30500,11000,MEMORY/bit_flip/intermittent,83,0,final_0040,development-confirmation,120000,Candidate 2 no origin discount,30500,30500,MEMORY,MEMORY,1.0,1.0,0.0,30500,MEMORY,1201,89,0,0.927243258396,0.927243258396,0.0,1.47722469284e-33,0,0,0,1,1,0,0,1,1,1,30600,30500,30500,0,0.05545893400267232,1,0,0,1,0
MEMORY,bit_flip,intermittent,5,2,final_moderate,30500,11000,MEMORY/bit_flip/intermittent,83,0,final_0040,development-confirmation,120000,Final no temporal,30500,30500,MEMORY,MEMORY,1.0,1.0,0.0,30500,MEMORY,1201,50,0,0.958173203925,0.958173203925,0.0,0.0,0,0,0,1,1,0,0,1,1,1,30600,30500,30500,0,0.05545893400267232,1,0,0,1,0
MEMORY,bit_flip,intermittent,5,2,final_moderate,30500,11000,MEMORY/bit_flip/intermittent,83,0,final_0040,development-confirmation,120000,Candidate 1,30600,30600,MEMORY,MEMORY,0.959595959596,0.954545454545,0.030303030303,30600,MEMORY,1201,37,0,0.16393134349,0.16393134349,0.0169543233474,0.0169543233474,13,13,0,1,1,0,100,1,1,1,30600,30500,30500,0,0.05545893400267232,1,0,0,0,100
MEMORY,bit_flip,intermittent,5,2,final_moderate,30500,11000,MEMORY/bit_flip/intermittent,83,0,final_0040,development-confirmation,120000,Plain DS,30500,30500,MEMORY,MEMORY,1.0,1.0,0.0,30500,MEMORY,1201,50,0,0.479228964651,0.479228964651,9.4479685176e-05,9.4479685176e-05,0,0,0,1,1,0,0,1,1,1,30600,30500,30500,0,0.05545893400267232,1,0,0,1,0
MEMORY,bit_flip,intermittent,5,2,final_moderate,30500,11000,MEMORY/bit_flip/intermittent,83,0,final_0040,development-confirmation,120000,Simple OR,30500,30500,UNKNOWN,UNKNOWN,0.0,0.0,1.0,-1,UNKNOWN,1201,50,0,1.0,1.0,0.0,0.0,0,0,0,1,1,0,0,1,1,1,30600,30500,30500,0,0.05545893400267232,0,1,0,0,
MEMORY,bit_flip,intermittent,5,2,final_moderate,30500,11000,MEMORY/bit_flip/intermittent,83,0,final_0040,development-confirmation,120000,Weighted Sum,30500,30500,UNKNOWN,UNKNOWN,0.0,0.0,1.0,-1,UNKNOWN,1201,50,0,1.0,1.0,0.0,0.0,0,0,0,1,1,0,0,1,1,1,30600,30500,30500,0,0.05545893400267232,0,1,0,0,
MEMORY,bit_flip,intermittent,5,2,final_moderate,30500,11000,MEMORY/bit_flip/intermittent,83,0,final_0040,development-confirmation,120000,Hybrid,33300,33300,UNKNOWN,UNKNOWN,0.0,0.0,1.0,-1,UNKNOWN,1201,107,0,1.0,1.0,0.0,0.0,0,0,0,1,1,0,2800,1,1,1,30600,30500,30500,0,0.05545893400267232,0,1,0,0,
MEMORY,bit_flip,intermittent,5,2,final_moderate,30500,11000,MEMORY/bit_flip/intermittent,83,0,final_0040,development-confirmation,120000,Timing Monitor,-1,-1,UNKNOWN,UNKNOWN,0.0,0.0,0.0,-1,UNKNOWN,1201,0,0,1.0,1.0,0.0,0.0,0,0,0,1,0,0,,1,1,1,30600,30500,30500,1,0.05545893400267232,0,0,0,0,
MEMORY,bit_flip,intermittent,5,2,final_moderate,72500,11000,MEMORY/bit_flip/intermittent,83,0,final_0041,development-confirmation,120000,Final CLO-DSF,72500,72500,MEMORY,MEMORY,1.0,1.0,0.0,72500,MEMORY,1201,89,0,0.927243258396,0.927243258396,0.0,2.93252075946e-74,0,0,0,1,1,0,0,1,1,1,72600,72500,72500,0,0.055132210996816866,1,0,0,1,0
MEMORY,bit_flip,intermittent,5,2,final_moderate,72500,11000,MEMORY/bit_flip/intermittent,83,0,final_0041,development-confirmation,120000,Candidate 2,72500,72500,MEMORY,MEMORY,0.92,0.9,0.1,72500,MEMORY,1201,89,0,0.927243258396,0.92981929772,0.0,1.76607495224e-74,0,0,0,1,1,0,0,1,1,1,72600,72500,72500,0,0.055132210996816866,1,0,0,1,0
MEMORY,bit_flip,intermittent,5,2,final_moderate,72500,11000,MEMORY/bit_flip/intermittent,83,0,final_0041,development-confirmation,120000,Candidate 2 no origin discount,72500,72500,MEMORY,MEMORY,1.0,1.0,0.0,72500,MEMORY,1201,89,0,0.927243258396,0.927243258396,0.0,2.93252075946e-74,0,0,0,1,1,0,0,1,1,1,72600,72500,72500,0,0.055132210996816866,1,0,0,1,0
MEMORY,bit_flip,intermittent,5,2,final_moderate,72500,11000,MEMORY/bit_flip/intermittent,83,0,final_0041,development-confirmation,120000,Final no temporal,72500,72500,MEMORY,MEMORY,1.0,1.0,0.0,72500,MEMORY,1201,50,0,0.958173203925,0.958173203925,0.0,0.0,0,0,0,1,1,0,0,1,1,1,72600,72500,72500,0,0.055132210996816866,1,0,0,1,0
MEMORY,bit_flip,intermittent,5,2,final_moderate,72500,11000,MEMORY/bit_flip/intermittent,83,0,final_0041,development-confirmation,120000,Candidate 1,72600,72600,MEMORY,MEMORY,0.959595959596,0.954545454545,0.030303030303,72600,MEMORY,1201,37,0,0.16393134349,0.16393134349,0.0169543233474,0.0169543233474,13,13,0,1,1,0,100,1,1,1,72600,72500,72500,0,0.055132210996816866,1,0,0,0,100
MEMORY,bit_flip,intermittent,5,2,final_moderate,72500,11000,MEMORY/bit_flip/intermittent,83,0,final_0041,development-confirmation,120000,Plain DS,72500,72500,MEMORY,MEMORY,1.0,1.0,0.0,72500,MEMORY,1201,50,0,0.479228964651,0.479228964651,9.4479685176e-05,9.4479685176e-05,0,0,0,1,1,0,0,1,1,1,72600,72500,72500,0,0.055132210996816866,1,0,0,1,0
MEMORY,bit_flip,intermittent,5,2,final_moderate,72500,11000,MEMORY/bit_flip/intermittent,83,0,final_0041,development-confirmation,120000,Simple OR,72500,72500,UNKNOWN,UNKNOWN,0.0,0.0,1.0,-1,UNKNOWN,1201,50,0,1.0,1.0,0.0,0.0,0,0,0,1,1,0,0,1,1,1,72600,72500,72500,0,0.055132210996816866,0,1,0,0,
MEMORY,bit_flip,intermittent,5,2,final_moderate,72500,11000,MEMORY/bit_flip/intermittent,83,0,final_0041,development-confirmation,120000,Weighted Sum,72500,72500,UNKNOWN,UNKNOWN,0.0,0.0,1.0,-1,UNKNOWN,1201,50,0,1.0,1.0,0.0,0.0,0,0,0,1,1,0,0,1,1,1,72600,72500,72500,0,0.055132210996816866,0,1,0,0,
MEMORY,bit_flip,intermittent,5,2,final_moderate,72500,11000,MEMORY/bit_flip/intermittent,83,0,final_0041,development-confirmation,120000,Hybrid,75200,75200,UNKNOWN,UNKNOWN,0.0,0.0,1.0,-1,UNKNOWN,1201,85,0,1.0,1.0,0.0,0.0,0,0,0,1,1,0,2700,1,1,1,72600,72500,72500,0,0.055132210996816866,0,1,0,0,
MEMORY,bit_flip,intermittent,5,2,final_moderate,72500,11000,MEMORY/bit_flip/intermittent,83,0,final_0041,development-confirmation,120000,Timing Monitor,-1,-1,UNKNOWN,UNKNOWN,0.0,0.0,0.0,-1,UNKNOWN,1201,0,0,1.0,1.0,0.0,0.0,0,0,0,1,0,0,,1,1,1,72600,72500,72500,1,0.055132210996816866,0,0,0,0,
MEMORY,bit_flip,intermittent,5,2,final_urban,30500,11000,MEMORY/bit_flip/intermittent,17,1,final_0042,development-confirmation,120000,Final CLO-DSF,30500,30500,MEMORY,MEMORY,1.0,1.0,0.0,30500,MEMORY,1201,89,0,0.927713039708,0.928039010967,0.0,0.00177323906593,0,0,0,1,1,0,0,1,1,1,30600,30500,30500,0,0.05471149900404271,1,0,0,1,0
MEMORY,bit_flip,intermittent,5,2,final_urban,30500,11000,MEMORY/bit_flip/intermittent,17,1,final_0042,development-confirmation,120000,Candidate 2,30500,30500,MEMORY,MEMORY,0.92,0.9,0.1,30500,MEMORY,1201,89,0,0.927713039708,0.930301088627,0.0,0.000980332414033,0,0,0,1,1,0,0,1,1,1,30600,30500,30500,0,0.05471149900404271,1,0,0,1,0
MEMORY,bit_flip,intermittent,5,2,final_urban,30500,11000,MEMORY/bit_flip/intermittent,17,1,final_0042,development-confirmation,120000,Candidate 2 no origin discount,30500,30500,MEMORY,MEMORY,1.0,1.0,0.0,30500,MEMORY,1201,89,0,0.927713039708,0.928039010967,0.0,0.00177323906593,0,0,0,1,1,0,0,1,1,1,30600,30500,30500,0,0.05471149900404271,1,0,0,1,0
MEMORY,bit_flip,intermittent,5,2,final_urban,30500,11000,MEMORY/bit_flip/intermittent,17,1,final_0042,development-confirmation,120000,Final no temporal,30500,30500,MEMORY,MEMORY,1.0,1.0,0.0,30500,MEMORY,1201,50,0,0.95779742607,0.95779742607,0.0,0.0012936270505,0,0,0,1,1,0,0,1,1,1,30600,30500,30500,0,0.05471149900404271,1,0,0,1,0
MEMORY,bit_flip,intermittent,5,2,final_urban,30500,11000,MEMORY/bit_flip/intermittent,17,1,final_0042,development-confirmation,120000,Candidate 1,30600,30600,MEMORY,MEMORY,0.958634722789,0.953088421911,0.0302726754565,30600,MEMORY,1201,49,0,0.163988330443,0.163988330443,0.0172453521585,0.0172453521585,13,13,0,1,1,0,100,1,1,1,30600,30500,30500,0,0.05471149900404271,1,0,0,0,100
MEMORY,bit_flip,intermittent,5,2,final_urban,30500,11000,MEMORY/bit_flip/intermittent,17,1,final_0042,development-confirmation,120000,Plain DS,30500,30500,MEMORY,MEMORY,1.0,1.0,0.0,30500,MEMORY,1201,50,0,0.479314453881,0.479314453881,0.00156940727498,0.00156940727498,0,0,0,1,1,0,0,1,1,1,30600,30500,30500,0,0.05471149900404271,1,0,0,1,0
MEMORY,bit_flip,intermittent,5,2,final_urban,30500,11000,MEMORY/bit_flip/intermittent,17,1,final_0042,development-confirmation,120000,Simple OR,30500,30500,UNKNOWN,UNKNOWN,0.0,0.0,1.0,-1,UNKNOWN,1201,50,0,1.0,1.0,0.0,0.0,0,0,0,1,1,0,0,1,1,1,30600,30500,30500,0,0.05471149900404271,0,1,0,0,
MEMORY,bit_flip,intermittent,5,2,final_urban,30500,11000,MEMORY/bit_flip/intermittent,17,1,final_0042,development-confirmation,120000,Weighted Sum,30500,30500,UNKNOWN,UNKNOWN,0.0,0.0,1.0,-1,UNKNOWN,1201,50,0,1.0,1.0,0.0,0.0,0,0,0,1,1,0,0,1,1,1,30600,30500,30500,0,0.05471149900404271,0,1,0,0,
MEMORY,bit_flip,intermittent,5,2,final_urban,30500,11000,MEMORY/bit_flip/intermittent,17,1,final_0042,development-confirmation,120000,Hybrid,30500,30500,UNKNOWN,UNKNOWN,0.0,0.0,1.0,-1,UNKNOWN,1201,272,0,1.0,1.0,0.0,0.0,0,0,0,1,1,0,0,1,1,1,30600,30500,30500,0,0.05471149900404271,0,1,0,0,
MEMORY,bit_flip,intermittent,5,2,final_urban,30500,11000,MEMORY/bit_flip/intermittent,17,1,final_0042,development-confirmation,120000,Timing Monitor,-1,-1,UNKNOWN,UNKNOWN,0.0,0.0,0.0,-1,UNKNOWN,1201,0,0,1.0,1.0,0.0,0.0,0,0,0,1,0,0,,1,1,1,30600,30500,30500,1,0.05471149900404271,0,0,0,0,
MEMORY,bit_flip,intermittent,5,2,final_urban,72500,11000,MEMORY/bit_flip/intermittent,17,1,final_0043,development-confirmation,120000,Final CLO-DSF,72500,72500,MEMORY,MEMORY,1.0,1.0,0.0,72500,MEMORY,1201,89,0,0.927969345095,0.928119865953,0.0,0.000967746599858,0,0,0,1,1,0,0,1,1,1,72600,72500,72500,0,0.05395742600376252,1,0,0,1,0
MEMORY,bit_flip,intermittent,5,2,final_urban,72500,11000,MEMORY/bit_flip/intermittent,17,1,final_0043,development-confirmation,120000,Candidate 2,72500,72500,MEMORY,MEMORY,0.92,0.9,0.1,72500,MEMORY,1201,89,0,0.927969345095,0.930353513368,0.0,0.000533757374347,0,0,0,1,1,0,0,1,1,1,72600,72500,72500,0,0.05395742600376252,1,0,0,1,0
MEMORY,bit_flip,intermittent,5,2,final_urban,72500,11000,MEMORY/bit_flip/intermittent,17,1,final_0043,development-confirmation,120000,Candidate 2 no origin discount,72500,72500,MEMORY,MEMORY,1.0,1.0,0.0,72500,MEMORY,1201,89,0,0.927969345095,0.928119865953,0.0,0.000967746599858,0,0,0,1,1,0,0,1,1,1,72600,72500,72500,0,0.05395742600376252,1,0,0,1,0
MEMORY,bit_flip,intermittent,5,2,final_urban,72500,11000,MEMORY/bit_flip/intermittent,17,1,final_0043,development-confirmation,120000,Final no temporal,72500,72500,MEMORY,MEMORY,1.0,1.0,0.0,72500,MEMORY,1201,50,0,0.958101042304,0.958101042304,0.0,0.000739975039111,0,0,0,1,1,0,0,1,1,1,72600,72500,72500,0,0.05395742600376252,1,0,0,1,0
MEMORY,bit_flip,intermittent,5,2,final_urban,72500,11000,MEMORY/bit_flip/intermittent,17,1,final_0043,development-confirmation,120000,Candidate 1,72600,72600,MEMORY,MEMORY,0.958648327882,0.953109044368,0.030273105091,72600,MEMORY,1201,41,0,0.163921271014,0.163921271014,0.0170687601028,0.0170687601028,13,13,0,1,1,0,100,1,1,1,72600,72500,72500,0,0.05395742600376252,1,0,0,0,100
MEMORY,bit_flip,intermittent,5,2,final_urban,72500,11000,MEMORY/bit_flip/intermittent,17,1,final_0043,development-confirmation,120000,Plain DS,72500,72500,MEMORY,MEMORY,1.0,1.0,0.0,72500,MEMORY,1201,50,0,0.479245876293,0.479245876293,0.000869663036419,0.000869663036419,0,0,0,1,1,0,0,1,1,1,72600,72500,72500,0,0.05395742600376252,1,0,0,1,0
MEMORY,bit_flip,intermittent,5,2,final_urban,72500,11000,MEMORY/bit_flip/intermittent,17,1,final_0043,development-confirmation,120000,Simple OR,72500,72500,UNKNOWN,UNKNOWN,0.0,0.0,1.0,-1,UNKNOWN,1201,50,0,1.0,1.0,0.0,0.0,0,0,0,1,1,0,0,1,1,1,72600,72500,72500,0,0.05395742600376252,0,1,0,0,
MEMORY,bit_flip,intermittent,5,2,final_urban,72500,11000,MEMORY/bit_flip/intermittent,17,1,final_0043,development-confirmation,120000,Weighted Sum,72500,72500,UNKNOWN,UNKNOWN,0.0,0.0,1.0,-1,UNKNOWN,1201,50,0,1.0,1.0,0.0,0.0,0,0,0,1,1,0,0,1,1,1,72600,72500,72500,0,0.05395742600376252,0,1,0,0,
MEMORY,bit_flip,intermittent,5,2,final_urban,72500,11000,MEMORY/bit_flip/intermittent,17,1,final_0043,development-confirmation,120000,Hybrid,72500,72500,UNKNOWN,UNKNOWN,0.0,0.0,1.0,-1,UNKNOWN,1201,265,0,1.0,1.0,0.0,0.0,0,0,0,1,1,0,0,1,1,1,72600,72500,72500,0,0.05395742600376252,0,1,0,0,
