origin,model,behavior,magnitude,severity,profile,start_ms,duration_ms,group,seed,stuck_polarity,run_id,partition,simulation_duration_ms,method,first_alarm_ms,first_post_alarm_ms,origin_at_alarm,leading_at_alarm,origin_score_at_alarm,origin_margin_at_alarm,origin_ignorance_at_alarm,first_localization_ms,first_origin,samples,alarm_samples,pre_alarm_samples,mean_anomaly_ignorance,mean_origin_ignorance,mean_detection_conflict,mean_localization_conflict,high_detection_conflict_samples,high_localization_conflict_samples,propagation_samples,injected,detected,false_alarm,latency_ms,control_effect,actuator_effect,plant_manifestation,propagation_plant_ms,propagation_control_ms,propagation_actuator_command_ms,silent_plant,host_seconds,localized_correct,unknown_at_alarm,localized_wrong,localization_before_plant,localization_latency_ms
MEMORY,bit_flip,transient,0,0,final_moderate,30500,600,MEMORY/bit_flip/transient,17,0,final_0000,development-confirmation,120000,Final CLO-DSF,30800,30800,MEMORY,MEMORY,0.6352,0.544,0.456,30800,MEMORY,1201,3,0,0.994713499861,0.994713499861,0.0,8.80189560983e-34,0,0,0,1,1,0,300,1,1,1,30600,30500,30500,0,0.056136700994102284,1,0,0,0,300
MEMORY,bit_flip,transient,0,0,final_moderate,30500,600,MEMORY/bit_flip/transient,17,0,final_0000,development-confirmation,120000,Candidate 2,30800,30800,MEMORY,MEMORY,0.60369104,0.5046138,0.4953862,30800,MEMORY,1201,3,0,0.994713499861,0.995374535659,0.0,5.07895631636e-34,0,0,0,1,1,0,300,1,1,1,30600,30500,30500,0,0.056136700994102284,1,0,0,0,300
MEMORY,bit_flip,transient,0,0,final_moderate,30500,600,MEMORY/bit_flip/transient,17,0,final_0000,development-confirmation,120000,Candidate 2 no origin discount,30800,30800,MEMORY,MEMORY,0.6352,0.544,0.456,30800,MEMORY,1201,3,0,0.994713499861,0.994713499861,0.0,8.80189560983e-34,0,0,0,1,1,0,300,1,1,1,30600,30500,30500,0,0.056136700994102284,1,0,0,0,300
MEMORY,bit_flip,transient,0,0,final_moderate,30500,600,MEMORY/bit_flip/transient,17,0,final_0000,development-confirmation,120000,Final no temporal,-1,-1,UNKNOWN,UNKNOWN,0.0,0.0,0.0,-1,UNKNOWN,1201,0,0,0.99855621808,0.99855621808,0.0,0.0,0,0,0,1,0,0,,1,1,1,30600,30500,30500,1,0.056136700994102284,0,0,0,0,
MEMORY,bit_flip,transient,0,0,final_moderate,30500,600,MEMORY/bit_flip/transient,17,0,final_0000,development-confirmation,120000,Candidate 1,-1,-1,UNKNOWN,UNKNOWN,0.0,0.0,0.0,-1,UNKNOWN,1201,0,0,0.167510286857,0.167510286857,0.000699369550854,0.000699369550854,0,0,0,1,0,0,,1,1,1,30600,30500,30500,1,0.056136700994102284,0,0,0,0,
MEMORY,bit_flip,transient,0,0,final_moderate,30500,600,MEMORY/bit_flip/transient,17,0,final_0000,development-confirmation,120000,Plain DS,-1,-1,UNKNOWN,UNKNOWN,0.0,0.0,0.0,-1,UNKNOWN,1201,0,0,0.500131086446,0.500131086446,0.000562839385426,0.000562839385426,0,0,0,1,0,0,,1,1,1,30600,30500,30500,1,0.056136700994102284,0,0,0,0,
MEMORY,bit_flip,transient,0,0,final_moderate,30500,600,MEMORY/bit_flip/transient,17,0,final_0000,development-confirmation,120000,Simple OR,-1,-1,UNKNOWN,UNKNOWN,0.0,0.0,0.0,-1,UNKNOWN,1201,0,0,1.0,1.0,0.0,0.0,0,0,0,1,0,0,,1,1,1,30600,30500,30500,1,0.056136700994102284,0,0,0,0,
MEMORY,bit_flip,transient,0,0,final_moderate,30500,600,MEMORY/bit_flip/transient,17,0,final_0000,development-confirmation,120000,Weighted Sum,30500,30500,UNKNOWN,UNKNOWN,0.0,0.0,1.0,-1,UNKNOWN,1201,6,0,1.0,1.0,0.0,0.0,0,0,0,1,1,0,0,1,1,1,30600,30500,30500,0,0.056136700994102284,0,1,0,0,
MEMORY,bit_flip,transient,0,0,final_moderate,30500,600,MEMORY/bit_flip/transient,17,0,final_0000,development-confirmation,120000,Hybrid,-1,-1,UNKNOWN,UNKNOWN,0.0,0.0,0.0,-1,UNKNOWN,1201,0,0,1.0,1.0,0.0,0.0,0,0,0,1,0,0,,1,1,1,30600,30500,30500,1,0.056136700994102284,0,0,0,0,
MEMORY,bit_flip,transient,0,0,final_moderate,30500,600,MEMORY/bit_flip/transient,17,0,final_0000,development-confirmation,120000,Timing Monitor,-1,-1,UNKNOWN,UNKNOWN,0.0,0.0,0.0,-1,UNKNOWN,1201,0,0,1.0,1.0,0.0,0.0,0,0,0,1,0,0,,1,1,1,30600,30500,30500,1,0.056136700994102284,0,0,0,0,
MEMORY,bit_flip,transient,0,0,final_moderate,72500,600,MEMORY/bit_flip/transient,17,0,final_0001,development-confirmation,120000,Final CLO-DSF,72800,72800,MEMORY,MEMORY,0.6352,0.544,0.456,72800,MEMORY,1201,3,0,0.994713499861,0.994713499861,0.0,1.74731316932e-74,0,0,0,1,1,0,300,1,1,1,72600,72500,72500,0,0.055896773003041744,1,0,0,0,300
MEMORY,bit_flip,transient,0,0,final_moderate,72500,600,MEMORY/bit_flip/transient,17,0,final_0001,development-confirmation,120000,Candidate 2,72800,72800,MEMORY,MEMORY,0.60369104,0.5046138,0.4953862,72800,MEMORY,1201,3,0,0.994713499861,0.995374535659,0.0,1.00825181885e-74,0,0,0,1,1,0,300,1,1,1,72600,72500,72500,0,0.055896773003041744,1,0,0,0,300
MEMORY,bit_flip,transient,0,0,final_moderate,72500,600,MEMORY/bit_flip/transient,17,0,final_0001,development-confirmation,120000,Candidate 2 no origin discount,72800,72800,MEMORY,MEMORY,0.6352,0.544,0.456,72800,MEMORY,1201,3,0,0.994713499861,0.994713499861,0.0,1.74731316932e-74,0,0,0,1,1,0,300,1,1,1,72600,72500,72500,0,0.055896773003041744,1,0,0,0,300
MEMORY,bit_flip,transient,0,0,final_moderate,72500,600,MEMORY/bit_flip/transient,17,0,final_0001,development-confirmation,120000,Final no temporal,-1,-1,UNKNOWN,UNKNOWN,0.0,0.0,0.0,-1,UNKNOWN,1201,0,0,0.99855621808,0.99855621808,0.0,0.0,0,0,0,1,0,0,,1,1,1,72600,72500,72500,1,0.055896773003041744,0,0,0,0,
MEMORY,bit_flip,transient,0,0,final_moderate,72500,600,MEMORY/bit_flip/transient,17,0,final_0001,development-confirmation,120000,Candidate 1,-1,-1,UNKNOWN,UNKNOWN,0.0,0.0,0.0,-1,UNKNOWN,1201,0,0,0.167510286857,0.167510286857,0.000699369550854,0.000699369550854,0,0,0,1,0,0,,1,1,1,72600,72500,72500,1,0.055896773003041744,0,0,0,0,
MEMORY,bit_flip,transient,0,0,final_moderate,72500,600,MEMORY/bit_flip/transient,17,0,final_0001,development-confirmation,120000,Plain DS,-1,-1,UNKNOWN,UNKNOWN,0.0,0.0,0.0,-1,UNKNOWN,1201,0,0,0.500131086446,0.500131086446,0.000562839385426,0.000562839385426,0,0,0,1,0,0,,1,1,1,72600,72500,72500,1,0.055896773003041744,0,0,0,0,
MEMORY,bit_flip,transient,0,0,final_moderate,72500,600,MEMORY/bit_flip/transient,17,0,final_0001,development-confirmation,120000,Simple OR,-1,-1,UNKNOWN,UNKNOWN,0.0,0.0,0.0,-1,UNKNOWN,1201,0,0,1.0,1.0,0.0,0.0,0,0,0,1,0,0,,1,1,1,72600,72500,72500,1,0.055896773003041744,0,0,0,0,
MEMORY,bit_flip,transient,0,0,final_moderate,72500,600,MEMORY/bit_flip/transient,17,0,final_0001,development-confirmation,120000,Weighted Sum,72500,72500,UNKNOWN,UNKNOWN,0.0,0.0,1.0,-1,UNKNOWN,1201,6,0,1.0,1.0,0.0,0.0,0,0,0,1,1,0,0,1,1,1,72600,72500,72500,0,0.055896773003041744,0,1,0,0,
MEMORY,bit_flip,transient,0,0,final_moderate,72500,600,MEMORY/bit_flip/transient,17,0,final_0001,development-confirmation,120000,Hybrid,-1,-1,UNKNOWN,UNKNOWN,0.0,0.0,0.0,-1,UNKNOWN,1201,0,0,1.0,1.0,0.0,0.0,0,0,0,1,0,0,,1,1,1,72600,72500,72500,1,0.055896773003041744,0,0,0,0,
MEMORY,bit_flip,transient,0,0,final_moderate,72500,600,MEMORY/bit_flip/transient,17,0,final_0001,development-confirmation,120000,Timing Monitor,-1,-1,UNKNOWN,UNKNOWN,0.0,0.0,0.0,-1,UNKNOWN,1201,0,0,1.0,1.0,0.0,0.0,0,0,0,1,0,0,,1,1,1,72600,72500,72500,1,0.055896773003041744,0,0,0,0,
MEMORY,bit_flip,transient,0,0,final_urban,30500,600,MEMORY/bit_flip/transient,41,1,final_0002,development-confirmation,120000,Final CLO-DSF,30800,30800,MEMORY,MEMORY,0.6352,0.544,0.456,30800,MEMORY,1201,3,0,0.995637302248,0.995637302248,0.0,0.0,0,0,0,1,1,0,300,1,1,1,30600,30500,30500,0,0.05524368399346713,1,0,0,0,300
MEMORY,bit_flip,transient,0,0,final_urban,30500,600,MEMORY/bit_flip/transient,41,1,final_0002,development-confirmation,120000,Candidate 2,30800,30800,MEMORY,MEMORY,0.60369104,0.5046138,0.4953862,30800,MEMORY,1201,3,0,0.995637302248,0.995940606095,0.0,0.0,0,0,0,1,1,0,300,1,1,1,30600,30500,30500,0,0.05524368399346713,1,0,0,0,300
MEMORY,bit_flip,transient,0,0,final_urban,30500,600,MEMORY/bit_flip/transient,41,1,final_0002,development-confirmation,120000,Candidate 2 no origin discount,30800,30800,MEMORY,MEMORY,0.6352,0.544,0.456,30800,MEMORY,1201,3,0,0.995637302248,0.995637302248,0.0,0.0,0,0,0,1,1,0,300,1,1,1,30600,30500,30500,0,0.05524368399346713,1,0,0,0,300
MEMORY,bit_flip,transient,0,0,final_urban,30500,600,MEMORY/bit_flip/transient,41,1,final_0002,development-confirmation,120000,Final no temporal,-1,-1,UNKNOWN,UNKNOWN,0.0,0.0,0.0,-1,UNKNOWN,1201,0,0,0.998751040799,0.998751040799,0.0,0.0,0,0,0,1,0,0,,1,1,1,30600,30500,30500,1,0.05524368399346713,0,0,0,0,
MEMORY,bit_flip,transient,0,0,final_urban,30500,600,MEMORY/bit_flip/transient,41,1,final_0002,development-confirmation,120000,Candidate 1,-1,-1,UNKNOWN,UNKNOWN,0.0,0.0,0.0,-1,UNKNOWN,1201,0,0,0.167446596309,0.167446596309,0.000640381231512,0.000640381231512,0,0,0,1,0,0,,1,1,1,30600,30500,30500,1,0.05524368399346713,0,0,0,0,
MEMORY,bit_flip,transient,0,0,final_urban,30500,600,MEMORY/bit_flip/transient,41,1,final_0002,development-confirmation,120000,Plain DS,-1,-1,UNKNOWN,UNKNOWN,0.0,0.0,0.0,-1,UNKNOWN,1201,0,0,0.500086135117,0.500086135117,0.00046835970025,0.00046835970025,0,0,0,1,0,0,,1,1,1,30600,30500,30500,1,0.05524368399346713,0,0,0,0,
MEMORY,bit_flip,transient,0,0,final_urban,30500,600,MEMORY/bit_flip/transient,41,1,final_0002,development-confirmation,120000,Simple OR,-1,-1,UNKNOWN,UNKNOWN,0.0,0.0,0.0,-1,UNKNOWN,1201,0,0,1.0,1.0,0.0,0.0,0,0,0,1,0,0,,1,1,1,30600,30500,30500,1,0.05524368399346713,0,0,0,0,
MEMORY,bit_flip,transient,0,0,final_urban,30500,600,MEMORY/bit_flip/transient,41,1,final_0002,development-confirmation,120000,Weighted Sum,30500,30500,UNKNOWN,UNKNOWN,0.0,0.0,1.0,-1,UNKNOWN,1201,6,0,1.0,1.0,0.0,0.0,0,0,0,1,1,0,0,1,1,1,30600,30500,30500,0,0.05524368399346713,0,1,0,0,
MEMORY,bit_flip,transient,0,0,final_urban,30500,600,MEMORY/bit_flip/transient,41,1,final_0002,development-confirmation,120000,Hybrid,-1,-1,UNKNOWN,UNKNOWN,0.0,0.0,0.0,-1,UNKNOWN,1201,0,0,1.0,1.0,0.0,0.0,0,0,0,1,0,0,,1,1,1,30600,30500,30500,1,0.05524368399346713,0,0,0,0,
MEMORY,bit_flip,transient,0,0,final_urban,30500,600,MEMORY/bit_flip/transient,41,1,final_0002,development-confirmation,120000,Timing Monitor,-1,-1,UNKNOWN,UNKNOWN,0.0,0.0,0.0,-1,UNKNOWN,1201,0,0,1.0,1.0,0.0,0.0,0,0,0,1,0,0,,1,1,1,30600,30500,30500,1,0.05524368399346713,0,0,0,0,
MEMORY,bit_flip,transient,0,0,final_urban,72500,600,MEMORY/bit_flip/transient,41,1,final_0003,development-confirmation,120000,Final CLO-DSF,72800,72800,MEMORY,MEMORY,0.6352,0.544,0.456,72800,MEMORY,1201,3,0,0.995637302248,0.995637302248,0.0,0.0,0,0,0,1,1,0,300,1,1,1,72600,72500,72500,0,0.055699479999020696,1,0,0,0,300
MEMORY,bit_flip,transient,0,0,final_urban,72500,600,MEMORY/bit_flip/transient,41,1,final_0003,development-confirmation,120000,Candidate 2,72800,72800,MEMORY,MEMORY,0.60369104,0.5046138,0.4953862,72800,MEMORY,1201,3,0,0.995637302248,0.995940606095,0.0,0.0,0,0,0,1,1,0,300,1,1,1,72600,72500,72500,0,0.055699479999020696,1,0,0,0,300
MEMORY,bit_flip,transient,0,0,final_urban,72500,600,MEMORY/bit_flip/transient,41,1,final_0003,development-confirmation,120000,Candidate 2 no origin discount,72800,72800,MEMORY,MEMORY,0.6352,0.544,0.456,72800,MEMORY,1201,3,0,0.995637302248,0.995637302248,0.0,0.0,0,0,0,1,1,0,300,1,1,1,72600,72500,72500,0,0.055699479999020696,1,0,0,0,300
MEMORY,bit_flip,transient,0,0,final_urban,72500,600,MEMORY/bit_flip/transient,41,1,final_0003,development-confirmation,120000,Final no temporal,-1,-1,UNKNOWN,UNKNOWN,0.0,0.0,0.0,-1,UNKNOWN,1201,0,0,0.998751040799,0.998751040799,0.0,0.0,0,0,0,1,0,0,,1,1,1,72600,72500,72500,1,0.055699479999020696,0,0,0,0,
MEMORY,bit_flip,transient,0,0,final_urban,72500,600,MEMORY/bit_flip/transient,41,1,final_0003,development-confirmation,120000,Candidate 1,-1,-1,UNKNOWN,UNKNOWN,0.0,0.0,0.0,-1,UNKNOWN,1201,0,0,0.167446596309,0.167446596309,0.000640381231512,0.000640381231512,0,0,0,1,0,0,,1,1,1,72600,72500,72500,1,0.055699479999020696,0,0,0,0,
MEMORY,bit_flip,transient,0,0,final_urban,72500,600,MEMORY/bit_flip/transient,41,1,final_0003,development-confirmation,120000,Plain DS,-1,-1,UNKNOWN,UNKNOWN,0.0,0.0,0.0,-1,UNKNOWN,1201,0,0,0.500086135117,0.500086135117,0.00046835970025,0.00046835970025,0,0,0,1,0,0,,1,1,1,72600,72500,72500,1,0.055699479999020696,0,0,0,0,
MEMORY,bit_flip,transient,0,0,final_urban,72500,600,MEMORY/bit_flip/transient,41,1,final_0003,development-confirmation,120000,Simple OR,-1,-1,UNKNOWN,UNKNOWN,0.0,0.0,0.0,-1,UNKNOWN,1201,0,0,1.0,1.0,0.0,0.0,0,0,0,1,0,0,,1,1,1,72600,72500,72500,1,0.055699479999020696,0,0,0,0,
MEMORY,bit_flip,transient,0,0,final_urban,72500,600,MEMORY/bit_flip/transient,41,1,final_0003,development-confirmation,120000,Weighted Sum,72500,72500,UNKNOWN,UNKNOWN,0.0,0.0,1.0,-1,UNKNOWN,1201,6,0,1.0,1.0,0.0,0.0,0,0,0,1,1,0,0,1,1,1,72600,72500,72500,0,0.055699479999020696,0,1,0,0,
MEMORY,bit_flip,transient,0,0,final_urban,72500,600,MEMORY/bit_flip/transient,41,1,final_0003,development-confirmation,120000,Hybrid,-1,-1,UNKNOWN,UNKNOWN,0.0,0.0,0.0,-1,UNKNOWN,1201,0,0,1.0,1.0,0.0,0.0,0,0,0,1,0,0,,1,1,1,72600,72500,72500,1,0.055699479999020696,0,0,0,0,
MEMORY,bit_flip,transient,0,0,final_urban,72500,600,MEMORY/bit_flip/transient,41,1,final_0003,development-confirmation,120000,Timing Monitor,-1,-1,UNKNOWN,UNKNOWN,0.0,0.0,0.0,-1,UNKNOWN,1201,0,0,1.0,1.0,0.0,0.0,0,0,0,1,0,0,,1,1,1,72600,72500,72500,1,0.055699479999020696,0,0,0,0,
MEMORY,bit_flip,transient,0,0,final_highway,30500,600,MEMORY/bit_flip/transient,83,0,final_0004,development-confirmation,120000,Final CLO-DSF,30800,30800,MEMORY,MEMORY,0.6352,0.544,0.456,30800,MEMORY,1201,3,0,0.995637302248,0.995637302248,0.0,0.0,0,0,0,1,1,0,300,1,1,1,30600,30500,30500,0,0.055461274008848704,1,0,0,0,300
MEMORY,bit_flip,transient,0,0,final_highway,30500,600,MEMORY/bit_flip/transient,83,0,final_0004,development-confirmation,120000,Candidate 2,30800,30800,MEMORY,MEMORY,0.60369104,0.5046138,0.4953862,30800,MEMORY,1201,3,0,0.995637302248,0.995940606095,0.0,0.0,0,0,0,1,1,0,300,1,1,1,30600,30500,30500,0,0.055461274008848704,1,0,0,0,300
MEMORY,bit_flip,transient,0,0,final_highway,30500,600,MEMORY/bit_flip/transient,83,0,final_0004,development-confirmation,120000,Candidate 2 no origin discount,30800,30800,MEMORY,MEMORY,0.6352,0.544,0.456,30800,MEMORY,1201,3,0,0.995637302248,0.995637302248,0.0,0.0,0,0,0,1,1,0,300,1,1,1,30600,30500,30500,0,0.055461274008848704,1,0,0,0,300
MEMORY,bit_flip,transient,0,0,final_highway,30500,600,MEMORY/bit_flip/transient,83,0,final_0004,development-confirmation,120000,Final no temporal,-1,-1,UNKNOWN,UNKNOWN,0.0,0.0,0.0,-1,UNKNOWN,1201,0,0,0.998751040799,0.998751040799,0.0,0.0,0,0,0,1,0,0,,1,1,1,30600,30500,30500,1,0.055461274008848704,0,0,0,0,
MEMORY,bit_flip,transient,0,0,final_highway,30500,600,MEMORY/bit_flip/transient,83,0,final_0004,development-confirmation,120000,Candidate 1,-1,-1,UNKNOWN,UNKNOWN,0.0,0.0,0.0,-1,UNKNOWN,1201,0,0,0.167446596309,0.167446596309,0.000640381231512,0.000640381231512,0,0,0,1,0,0,,1,1,1,30600,30500,30500,1,0.055461274008848704,0,0,0,0,
MEMORY,bit_flip,transient,0,0,final_highway,30500,600,MEMORY/bit_flip/transient,83,0,final_0004,development-confirmation,120000,Plain DS,-1,-1,UNKNOWN,UNKNOWN,0.0,0.0,0.0,-1,UNKNOWN,1201,0,0,0.500086135117,0.500086135117,0.00046835970025,0.00046835970025,0,0,0,1,0,0,,1,1,1,30600,30500,30500,1,0.055461274008848704,0,0,0,0,
MEMORY,bit_flip,transient,0,0,final_highway,30500,600,MEMORY/bit_flip/transient,83,0,final_0004,development-confirmation,120000,Simple OR,-1,-1,UNKNOWN,UNKNOWN,0.0,0.0,0.0,-1,UNKNOWN,1201,0,0,1.0,1.0,0.0,0.0,0,0,0,1,0,0,,1,1,1,30600,30500,30500,1,0.055461274008848704,0,0,0,0,
MEMORY,bit_flip,transient,0,0,final_highway,30500,600,MEMORY/bit_flip/transient,83,0,final_0004,development-confirmation,120000,Weighted Sum,30500,30500,UNKNOWN,UNKNOWN,0.0,0.0,1.0,-1,UNKNOWN,1201,6,0,1.0,1.0,0.0,0.0,0,0,0,1,1,0,0,1,1,1,30600,30500,30500,0,0.055461274008848704,0,1,0,0,
MEMORY,bit_flip,transient,0,0,final_highway,30500,600,MEMORY/bit_flip/transient,83,0,final_0004,development-confirmation,120000,Hybrid,-1,-1,UNKNOWN,UNKNOWN,0.0,0.0,0.0,-1,UNKNOWN,1201,0,0,1.0,1.0,0.0,0.0,0,0,0,1,0,0,,1,1,1,30600,30500,30500,1,0.055461274008848704,0,0,0,0,
MEMORY,bit_flip,transient,0,0,final_highway,30500,600,MEMORY/bit_flip/transient,83,0,final_0004,development-confirmation,120000,Timing Monitor,-1,-1,UNKNOWN,UNKNOWN,0.0,0.0,0.0,-1,UNKNOWN,1201,0,0,1.0,1.0,0.0,0.0,0,0,0,1,0,0,,1,1,1,30600,30500,30500,1,0.055461274008848704,0,0,0,0,
MEMORY,bit_flip,transient,0,0,final_highway,72500,600,MEMORY/bit_flip/transient,83,0,final_0005,development-confirmation,120000,Final CLO-DSF,72800,72800,MEMORY,MEMORY,0.6352,0.544,0.456,72800,MEMORY,1201,3,0,0.995637302248,0.995637302248,0.0,0.0,0,0,0,1,1,0,300,1,1,1,72600,72500,72500,0,0.05337119799514767,1,0,0,0,300
MEMORY,bit_flip,transient,0,0,final_highway,72500,600,MEMORY/bit_flip/transient,83,0,final_0005,development-confirmation,120000,Candidate 2,72800,72800,MEMORY,MEMORY,0.60369104,0.5046138,0.4953862,72800,MEMORY,1201,3,0,0.995637302248,0.995940606095,0.0,0.0,0,0,0,1,1,0,300,1,1,1,72600,72500,72500,0,0.05337119799514767,1,0,0,0,300
MEMORY,bit_flip,transient,0,0,final_highway,72500,600,MEMORY/bit_flip/transient,83,0,final_0005,development-confirmation,120000,Candidate 2 no origin discount,72800,72800,MEMORY,MEMORY,0.6352,0.544,0.456,72800,MEMORY,1201,3,0,0.995637302248,0.995637302248,0.0,0.0,0,0,0,1,1,0,300,1,1,1,72600,72500,72500,0,0.05337119799514767,1,0,0,0,300
MEMORY,bit_flip,transient,0,0,final_highway,72500,600,MEMORY/bit_flip/transient,83,0,final_0005,development-confirmation,120000,Final no temporal,-1,-1,UNKNOWN,UNKNOWN,0.0,0.0,0.0,-1,UNKNOWN,1201,0,0,0.998751040799,0.998751040799,0.0,0.0,0,0,0,1,0,0,,1,1,1,72600,72500,72500,1,0.05337119799514767,0,0,0,0,
MEMORY,bit_flip,transient,0,0,final_highway,72500,600,MEMORY/bit_flip/transient,83,0,final_0005,development-confirmation,120000,Candidate 1,-1,-1,UNKNOWN,UNKNOWN,0.0,0.0,0.0,-1,UNKNOWN,1201,0,0,0.167446596309,0.167446596309,0.000640381231512,0.000640381231512,0,0,0,1,0,0,,1,1,1,72600,72500,72500,1,0.05337119799514767,0,0,0,0,
MEMORY,bit_flip,transient,0,0,final_highway,72500,600,MEMORY/bit_flip/transient,83,0,final_0005,development-confirmation,120000,Plain DS,-1,-1,UNKNOWN,UNKNOWN,0.0,0.0,0.0,-1,UNKNOWN,1201,0,0,0.500086135117,0.500086135117,0.00046835970025,0.00046835970025,0,0,0,1,0,0,,1,1,1,72600,72500,72500,1,0.05337119799514767,0,0,0,0,
MEMORY,bit_flip,transient,0,0,final_highway,72500,600,MEMORY/bit_flip/transient,83,0,final_0005,development-confirmation,120000,Simple OR,-1,-1,UNKNOWN,UNKNOWN,0.0,0.0,0.0,-1,UNKNOWN,1201,0,0,1.0,1.0,0.0,0.0,0,0,0,1,0,0,,1,1,1,72600,72500,72500,1,0.05337119799514767,0,0,0,0,
MEMORY,bit_flip,transient,0,0,final_highway,72500,600,MEMORY/bit_flip/transient,83,0,final_0005,development-confirmation,120000,Weighted Sum,72500,72500,UNKNOWN,UNKNOWN,0.0,0.0,1.0,-1,UNKNOWN,1201,6,0,1.0,1.0,0.0,0.0,0,0,0,1,1,0,0,1,1,1,72600,72500,72500,0,0.05337119799514767,0,1,0,0,
MEMORY,bit_flip,transient,0,0,final_highway,72500,600,MEMORY/bit_flip/transient,83,0,final_0005,development-confirmation,120000,Hybrid,-1,-1,UNKNOWN,UNKNOWN,0.0,0.0,0.0,-1,UNKNOWN,1201,0,0,1.0,1.0,0.0,0.0,0,0,0,1,0,0,,1,1,1,72600,72500,72500,1,0.05337119799514767,0,0,0,0,
MEMORY,bit_flip,transient,0,0,final_highway,72500,600,MEMORY/bit_flip/transient,83,0,final_0005,development-confirmation,120000,Timing Monitor,-1,-1,UNKNOWN,UNKNOWN,0.0,0.0,0.0,-1,UNKNOWN,1201,0,0,1.0,1.0,0.0,0.0,0,0,0,1,0,0,,1,1,1,72600,72500,72500,1,0.05337119799514767,0,0,0,0,
MEMORY,bit_flip,transient,0,0,final_hot_slow,30500,600,MEMORY/bit_flip/transient,17,1,final_0006,development-confirmation,120000,Final CLO-DSF,30800,30800,MEMORY,MEMORY,0.635199999754,0.543999999617,0.455999999931,30800,MEMORY,1201,3,0,0.995624978335,0.995624978337,0.0,9.21865611088e-13,0,0,0,1,1,0,300,1,1,1,30600,30500,30500,0,0.054707343006157316,1,0,0,0,300
MEMORY,bit_flip,transient,0,0,final_hot_slow,30500,600,MEMORY/bit_flip/transient,17,1,final_0006,development-confirmation,120000,Candidate 2,30800,30800,MEMORY,MEMORY,0.603691039841,0.50461379975,0.495386199941,30800,MEMORY,1201,3,0,0.995624978335,0.995933211748,0.0,5.18432017479e-13,0,0,0,1,1,0,300,1,1,1,30600,30500,30500,0,0.054707343006157316,1,0,0,0,300
MEMORY,bit_flip,transient,0,0,final_hot_slow,30500,600,MEMORY/bit_flip/transient,17,1,final_0006,development-confirmation,120000,Candidate 2 no origin discount,30800,30800,MEMORY,MEMORY,0.635199999754,0.543999999617,0.455999999931,30800,MEMORY,1201,3,0,0.995624978335,0.995624978337,0.0,9.21865611088e-13,0,0,0,1,1,0,300,1,1,1,30600,30500,30500,0,0.054707343006157316,1,0,0,0,300
MEMORY,bit_flip,transient,0,0,final_hot_slow,30500,600,MEMORY/bit_flip/transient,17,1,final_0006,development-confirmation,120000,Final no temporal,-1,-1,UNKNOWN,UNKNOWN,0.0,0.0,0.0,-1,UNKNOWN,1201,0,0,0.998748576016,0.998748576016,0.0,0.0,0,0,0,1,0,0,,1,1,1,30600,30500,30500,1,0.054707343006157316,0,0,0,0,
MEMORY,bit_flip,transient,0,0,final_hot_slow,30500,600,MEMORY/bit_flip/transient,17,1,final_0006,development-confirmation,120000,Candidate 1,-1,-1,UNKNOWN,UNKNOWN,0.0,0.0,0.0,-1,UNKNOWN,1201,0,0,0.167447257886,0.167447257886,0.000641283536524,0.000641283536524,0,0,0,1,0,0,,1,1,1,30600,30500,30500,1,0.054707343006157316,0,0,0,0,
MEMORY,bit_flip,transient,0,0,final_hot_slow,30500,600,MEMORY/bit_flip/transient,17,1,final_0006,development-confirmation,120000,Plain DS,-1,-1,UNKNOWN,UNKNOWN,0.0,0.0,0.0,-1,UNKNOWN,1201,0,0,0.500086746744,0.500086746744,0.000469588443907,0.000469588443907,0,0,0,1,0,0,,1,1,1,30600,30500,30500,1,0.054707343006157316,0,0,0,0,
MEMORY,bit_flip,transient,0,0,final_hot_slow,30500,600,MEMORY/bit_flip/transient,17,1,final_0006,development-confirmation,120000,Simple OR,-1,-1,UNKNOWN,UNKNOWN,0.0,0.0,0.0,-1,UNKNOWN,1201,0,0,1.0,1.0,0.0,0.0,0,0,0,1,0,0,,1,1,1,30600,30500,30500,1,0.054707343006157316,0,0,0,0,
MEMORY,bit_flip,transient,0,0,final_hot_slow,30500,600,MEMORY/bit_flip/transient,17,1,final_0006,development-confirmation,120000,Weighted Sum,30500,30500,UNKNOWN,UNKNOWN,0.0,0.0,1.0,-1,UNKNOWN,1201,6,0,1.0,1.0,0.0,0.0,0,0,0,1,1,0,0,1,1,1,30600,30500,30500,0,0.054707343006157316,0,1,0,0,
MEMORY,bit_flip,transient,0,0,final_hot_slow,30500,600,MEMORY/bit_flip/transient,17,1,final_0006,development-confirmation,120000,Hybrid,-1,-1,UNKNOWN,UNKNOWN,0.0,0.0,0.0,-1,UNKNOWN,1201,0,0,1.0,1.0,0.0,0.0,0,0,0,1,0,0,,1,1,1,30600,30500,30500,1,0.054707343006157316,0,0,0,0,
MEMORY,bit_flip,transient,0,0,final_hot_slow,30500,600,MEMORY/bit_flip/transient,17,1,final_0006,development-confirmation,120000,Timing Monitor,-1,-1,UNKNOWN,UNKNOWN,0.0,0.0,0.0,-1,UNKNOWN,1201,0,0,1.0,1.0,0.0,0.0,0,0,0,1,0,0,,1,1,1,30600,30500,30500,1,0.054707343006157316,0,0,0,0,
