method,runs,faulty_runs,benign_runs,detected,coverage,macro_coverage,silent_plant,benign_false_alarms,benign_false_alarm_rate,precision,recall,latency_median_ms,latency_p95_ms,localized,localization_coverage,correct_localizations,wrong_localizations,localization_accuracy,macro_localization_accuracy,accuracy_when_localized,wrong_localization_rate,unknown,unknown_rate,localized_before_plant,preinjection_alarm_runs,propagation_supported_runs,control_effect_runs,coverage_given_control_effect,actuator_effect_runs,coverage_given_actuator_effect,plant_manifestation_runs,coverage_given_plant_manifestation,pre_plant_alarms,same_plant_alarms,post_plant_alarms,mean_anomaly_ignorance,mean_origin_ignorance,mean_detection_conflict,mean_localization_conflict,high_detection_conflict_runs,high_localization_conflict_runs,silent_plant_rate,localization_latency_median_ms,localization_latency_p95_ms,coverage_wilson_low,coverage_wilson_high,benign_false_alarm_rate_wilson_low,benign_false_alarm_rate_wilson_high,plant_coverage_wilson_low,plant_coverage_wilson_high,silent_plant_rate_wilson_low,silent_plant_rate_wilson_high,localization_coverage_wilson_low,localization_coverage_wilson_high,localized_accuracy_wilson_low,localized_accuracy_wilson_high,correct_among_alarms_wilson_low,correct_among_alarms_wilson_high,unknown_rate_wilson_low,unknown_rate_wilson_high,wrong_origin_rate_wilson_low,wrong_origin_rate_wilson_high
Final CLO-DSF,900,720,180,606,0.8416666666666667,0.8416666666666667,36,0,0.0,1.0,0.8416666666666667,0.0,300.0,462,0.7623762376237624,462,0,0.7623762376237624,0.8,1.0,0.0,144,0.2376237623762376,325,0,0,660,0.906060606060606,636,0.9025157232704403,547,0.9341864716636198,469,0,42,0.9020404288659667,0.9020995801335355,0.0,0.0017182947021640207,0,29,0.06581352833638025,0.0,300.0,0.8131977474045988,0.8665091055319301,0,0.02089549792161305,0.9102317080974737,0.9520853749647483,0.047914625035251665,0.0897682919025264,0.7269023490631795,0.7945446522852456,0.9917537206104003,1,0.7269023490631795,0.7945446522852456,0.20545534771475443,0.2730976509368205,0,0.006299110637906947
