start_ms,end_ms,vehicle_speed_kph,engine_load,ambient_temp_c,external_airflow_factor,road_slope_percent
0,24000,38.16,0.32399999999999995,26,0,0
24000,76000,53,0.44999999999999996,26,0,0
76000,120000,47.7,0.40499999999999997,26,0,0
