start_ms,end_ms,vehicle_speed_kph,engine_load,ambient_temp_c,external_airflow_factor,road_slope_percent
0,24000,72.72,0.54,28,0,0
24000,76000,101,0.75,28,0,0
76000,120000,90.9,0.675,28,0,0
