start_ms,end_ms,vehicle_speed_kph,engine_load,ambient_temp_c,external_airflow_factor,road_slope_percent
0,24000,35.28,0.32399999999999995,22,0,0
24000,76000,49,0.44999999999999996,22,0,0
76000,120000,44.1,0.40499999999999997,22,0,0
