experiment_id,campaign_id,campaign_label,campaign_category,campaign_event_count,campaign_ambient_offset_c,campaign_engine_load_scale,campaign_heat_generation_bias,campaign_ram_air_scale,fault_present_in_campaign,first_fault_start_ms,detection_latency_ms,detection_dtc_id,detection_dtc_label,safe_state_latency_ms,first_safe_state_id,first_safe_state_label,max_coolant_temp_c,safe_mode_duration_ms,pump_tracking_error_mean_abs,pump_tracking_error_max_abs,fan_tracking_error_mean_abs,fan_tracking_error_max_abs,final_coolant_temp_c,final_safe_state_id,final_safe_state_label,final_primary_dtc_id,final_primary_dtc_label
"stale_sensor_data_hot_stress","stale_sensor_data_hot_stress","Thermally stressed stale coolant-sensor update campaign","timing_communication_fault_stre",1,6.00,1.100,2.000,0.700,1,65000,27000,1001,"coolant_sensor_rationality",30000,1,"precautionary_cooling",142.40,17500,0.000000,0.000000,0.000000,0.000000,143.24,0,"normal",1001,"coolant_sensor_rationality"
