experiment_id,campaign_id,campaign_label,campaign_category,campaign_event_count,campaign_ambient_offset_c,campaign_engine_load_scale,campaign_heat_generation_bias,campaign_ram_air_scale,fault_present_in_campaign,first_fault_start_ms,detection_latency_ms,detection_dtc_id,detection_dtc_label,safe_state_latency_ms,first_safe_state_id,first_safe_state_label,max_coolant_temp_c,safe_mode_duration_ms,pump_tracking_error_mean_abs,pump_tracking_error_max_abs,fan_tracking_error_mean_abs,fan_tracking_error_max_abs,final_coolant_temp_c,final_safe_state_id,final_safe_state_label,final_primary_dtc_id,final_primary_dtc_label,runtime_detection_algorithm,runtime_detection_first_detection_ms,runtime_detection_latency_ms,runtime_detection_detected,runtime_detection_action,runtime_detection_action_requested,runtime_detection_requested_safe_state,runtime_detection_action_time_ms,runtime_detection_action_reason
"custom_sensor_bias_30000_15000","custom","Custom single-fault campaign","custom_fault",1,0.00,1.000,0.000,1.000,1,30000,0,1001,"coolant_sensor_rationality",-1,0,"normal",96.00,0,0.000000,0.000000,0.000000,0.000000,96.00,0,"normal",0,"none","ewma",30100,100,1,"observe_only",0,"none",-1,"none"
