method,group,runs,faulty_runs,benign_runs,detected,coverage,macro_coverage,silent_plant,benign_false_alarms,benign_false_alarm_rate,precision,recall,latency_median_ms,latency_p95_ms,localized,localization_coverage,correct_localizations,wrong_localizations,localization_accuracy,macro_localization_accuracy,accuracy_when_localized,wrong_localization_rate,unknown,unknown_rate,localized_before_plant,preinjection_alarm_runs,propagation_supported_runs,control_effect_runs,coverage_given_control_effect,actuator_effect_runs,coverage_given_actuator_effect,plant_manifestation_runs,coverage_given_plant_manifestation,pre_plant_alarms,same_plant_alarms,post_plant_alarms,mean_anomaly_ignorance,mean_origin_ignorance,mean_detection_conflict,mean_localization_conflict,high_detection_conflict_runs,high_localization_conflict_runs,ci_low,ci_high
Plain DS,ACTUATOR,240,240,0,169,0.7041666666666667,0.7041666666666667,71,0,,1.0,0.7041666666666667,400.0,6800.0,169,1.0,99,70,0.5857988165680473,0.5857988165680473,0.5857988165680473,0.41420118343195267,0,0.0,77,0,0,240,0.7041666666666667,240,0.7041666666666667,240,0.7041666666666667,77,4,88,0.4028789462617875,0.4028789462617875,0.050777344819953836,0.050777344819953836,46,46,0.6435730808997967,0.7583274017907337
Plain DS,effective_memory,184,184,0,153,0.8315217391304348,0.8315217391304348,31,0,,1.0,0.8315217391304348,0.0,6740.000000000001,153,1.0,153,0,1.0,1.0,1.0,0.0,0,0.0,121,0,0,184,0.8315217391304348,182,0.8296703296703297,182,0.8296703296703297,121,0,30,0.39072939646559784,0.39072939646559784,0.008284289612916326,0.008284289612916326,2,2,0.7707887235718943,0.8786951590913908
Plain DS,dormant_memory,56,56,0,11,0.19642857142857142,0.19642857142857142,0,0,,1.0,0.19642857142857142,6200.0,7150.0,11,1.0,11,0,1.0,1.0,1.0,0.0,0,0.0,0,0,0,0,,0,,0,,0,0,0,0.4694317860401964,0.4694317860401964,3.9965590363804644e-05,3.9965590363804644e-05,0,0,0.11338595674323658,0.31844607626458404
Plain DS,weak_isolated_bias,40,40,0,20,0.5,0.5,20,0,,1.0,0.5,4700.0,5610.0,20,1.0,0,20,0.0,0.0,0.0,1.0,0,0.0,0,0,0,40,0.5,40,0.5,40,0.5,0,0,20,0.4221789745757,0.4221789745757,0.000237177908109885,0.000237177908109885,0,0,0.35199526933465386,0.6480047306653461
Plain DS,baseline,300,0,300,0,,,0,150,0.5,0.0,,,,0,,0,0,,,,,0,,0,0,0,0,,0,,0,,0,0,0,0.42222161336623,0.42222161336623,0.0002920177471086647,0.0002920177471086647,0,0,,
Plain DS,bit_flip,60,60,0,48,0.8,0.8,12,0,,1.0,0.8,0.0,5630.0,48,1.0,48,0,1.0,1.0,1.0,0.0,0,0.0,36,0,0,60,0.8,60,0.8,60,0.8,36,0,12,0.4012836186537833,0.4012836186537833,0.007721255297852452,0.007721255297852452,0,0,0.6821819419437211,0.8817149467710251
Plain DS,deadline_miss,120,120,0,120,1.0,1.0,0,0,,1.0,1.0,0.0,0.0,120,1.0,120,0,1.0,1.0,1.0,0.0,0,0.0,79,0,0,120,1.0,120,1.0,79,1.0,79,0,0,0.3206607519694,0.3206607519694,0.0036981308793178577,0.0036981308793178577,20,20,0.9689808335812966,1
Plain DS,delayed_update,80,80,0,49,0.6125,0.6125,6,0,,1.0,0.6125,200.0,4619.999999999999,49,1.0,34,15,0.6938775510204082,0.6938775510204082,0.6938775510204082,0.30612244897959184,0,0.0,23,0,0,80,0.6125,80,0.6125,38,0.8421052631578947,32,0,0,0.4069983063274125,0.4069983063274125,0.02537499236411949,0.02537499236411949,16,16,0.5029365721075572,0.7117543487469493
Plain DS,dropped_update,80,80,0,49,0.6125,0.6125,2,0,,1.0,0.6125,200.0,6119.999999999999,49,1.0,34,15,0.6938775510204082,0.6938775510204082,0.6938775510204082,0.30612244897959184,0,0.0,28,0,0,80,0.6125,80,0.6125,38,0.9473684210526315,36,0,0,0.4191825432793,0.4191825432793,0.006946850832338923,0.006946850832338923,16,16,0.5029365721075572,0.7117543487469493
Plain DS,fan_stuck_off,60,60,0,60,1.0,1.0,0,0,,1.0,1.0,200.0,400.0,60,1.0,60,0,1.0,1.0,1.0,0.0,0,0.0,47,0,0,60,1.0,60,1.0,60,1.0,47,4,9,0.3797431990454833,0.3797431990454833,0.10485218115150867,0.10485218115150867,29,29,0.93982814785791,0.9999999999999998
Plain DS,pump_degraded,180,180,0,109,0.6055555555555555,0.6055555555555555,71,0,,1.0,0.6055555555555555,4500.0,7000.0,109,1.0,39,70,0.3577981651376147,0.3577981651376147,0.3577981651376147,0.6422018348623854,0,0.0,30,0,0,180,0.6055555555555555,180,0.6055555555555555,180,0.6055555555555555,30,0,79,0.41059086200055556,0.41059086200055556,0.03275239937610222,0.03275239937610222,17,17,0.5326680819105162,0.6740317574171432
Plain DS,replayed_sample,80,80,0,80,1.0,1.0,0,0,,1.0,1.0,0.0,0.0,80,1.0,80,0,1.0,1.0,1.0,0.0,0,0.0,43,0,0,80,1.0,80,1.0,43,1.0,43,0,0,0.406206263085375,0.406206263085375,0.025308449286758895,0.025308449286758895,18,18,0.9541818704644728,0.9999999999999999
Plain DS,sensor_bias,60,60,0,30,0.5,0.5,30,0,,1.0,0.5,4700.0,5600.0,30,1.0,0,30,0.0,0.0,0.0,1.0,0,0.0,0,0,0,60,0.5,60,0.5,60,0.5,0,0,30,0.42217583895818334,0.42217583895818334,0.00034389282749974,0.00034389282749974,0,0,0.3773502424155577,0.6226497575844423
Plain DS,sensor_bias_ramp,120,120,0,60,0.5,0.5,60,0,,1.0,0.5,5450.0,7209.999999999999,60,1.0,0,60,0.0,0.0,0.0,1.0,0,0.0,0,0,0,120,0.5,120,0.5,120,0.5,0,0,60,0.42218464378691667,0.42218464378691667,9.332558124219609e-05,9.332558124219609e-05,0,0,0.41193870541108385,0.5880612945889161
Plain DS,sensor_interface_intermittent,60,60,0,45,0.75,0.75,14,0,,1.0,0.75,200.0,7300.0,15,0.3333333333333333,0,15,0.0,0.0,0.0,0.3333333333333333,30,0.6666666666666666,0,0,0,60,0.75,60,0.75,58,0.7586206896551724,21,0,23,0.4010894848720167,0.4010894848720167,0.03478013165331955,0.03478013165331955,7,7,0.6276792992295218,0.8422347746994333
Plain DS,stuck_bit,180,180,0,116,0.6444444444444445,0.6444444444444445,19,0,,1.0,0.6444444444444445,3800.0,7025.0,116,1.0,116,0,1.0,1.0,1.0,0.0,0,0.0,85,0,0,124,0.8467741935483871,122,0.8442622950819673,122,0.8442622950819673,85,0,18,0.41169651027052223,0.41169651027052223,0.0059070669109212775,0.0059070669109212775,2,2,0.5721657088286799,0.7106867028828542
Plain DS,task_delay,120,120,0,120,1.0,1.0,0,0,,1.0,1.0,100.0,100.0,120,1.0,120,0,1.0,1.0,1.0,0.0,0,0.0,112,0,0,120,1.0,120,1.0,115,1.0,112,3,0,0.37014642419299165,0.37014642419299165,0.06699254453263997,0.06699254453263997,60,60,0.9689808335812966,1
Hybrid,ALL,1500,1200,300,849,0.7075,0.7075,212,200,0.6666666666666666,0.8093422306959008,0.7075,3700.0,7600.0,0,0.0,0,0,0.0,0.0,,0.0,849,1.0,0,0,0,1144,0.7325174825174825,1142,0.7320490367775832,973,0.7821171634121274,225,12,524,1.0,1.0,0.0,0.0,0,0,0.6811319137727919,0.732543820977073
Hybrid,MEMORY,240,240,0,146,0.6083333333333333,0.6083333333333333,49,0,,1.0,0.6083333333333333,4400.0,7525.0,0,0.0,0,0,0.0,0.0,,0.0,146,1.0,0,0,0,184,0.7336956521739131,182,0.7307692307692307,182,0.7307692307692307,59,0,74,1.0,1.0,0.0,0.0,0,0,0.5453363415836218,0.6679169757623736
Hybrid,TIMING,240,240,0,140,0.5833333333333334,0.5833333333333334,77,0,,1.0,0.5833333333333334,6000.0,9404.999999999998,0,0.0,0,0,0.0,0.0,,0.0,140,1.0,0,0,0,240,0.5833333333333334,240,0.5833333333333334,194,0.6030927835051546,4,0,113,1.0,1.0,0.0,0.0,0,0,0.5201270395088609,0.6439139738342128
Hybrid,COMMUNICATION,240,240,0,153,0.6375,0.6375,17,0,,1.0,0.6375,200.0,6900.0,0,0.0,0,0,0.0,0.0,,0.0,153,1.0,0,0,0,240,0.6375,240,0.6375,119,0.8571428571428571,96,0,6,1.0,1.0,0.0,0.0,0,0,0.5749573115723355,0.6957103604437357
Hybrid,SENSOR_CONTROL,240,240,0,195,0.8125,0.8125,44,0,,1.0,0.8125,3900.0,20839.9999999998,0,0.0,0,0,0.0,0.0,,0.0,195,1.0,0,0,0,240,0.8125,240,0.8125,238,0.8151260504201681,0,3,191,1.0,1.0,0.0,0.0,0,0,0.7583402454352489,0.8568135546012768
Hybrid,ACTUATOR,240,240,0,215,0.8958333333333334,0.8958333333333334,25,0,,1.0,0.8958333333333334,1100.0,5729.999999999998,0,0.0,0,0,0.0,0.0,,0.0,215,1.0,0,0,0,240,0.8958333333333334,240,0.8958333333333334,240,0.8958333333333334,66,9,140,1.0,1.0,0.0,0.0,0,0,0.8507518260304615,0.9284429873491379
Hybrid,effective_memory,184,184,0,135,0.7336956521739131,0.7336956521739131,49,0,,1.0,0.7336956521739131,4300.0,7779.999999999998,0,0.0,0,0,0.0,0.0,,0.0,135,1.0,0,0,0,184,0.7336956521739131,182,0.7307692307692307,182,0.7307692307692307,59,0,74,1.0,1.0,0.0,0.0,0,0,0.6655240494012805,0.7923088514925106
Hybrid,dormant_memory,56,56,0,11,0.19642857142857142,0.19642857142857142,0,0,,1.0,0.19642857142857142,6200.0,7150.0,0,0.0,0,0,0.0,0.0,,0.0,11,1.0,0,0,0,0,,0,,0,,0,0,0,1.0,1.0,0.0,0.0,0,0,0.11338595674323658,0.31844607626458404
Hybrid,weak_isolated_bias,40,40,0,35,0.875,0.875,5,0,,1.0,0.875,900.0,5600.0,0,0.0,0,0,0.0,0.0,,0.0,35,1.0,0,0,0,40,0.875,40,0.875,40,0.875,0,2,33,1.0,1.0,0.0,0.0,0,0,0.738878801611489,0.945404997490546
Hybrid,baseline,300,0,300,0,,,0,200,0.6666666666666666,0.0,,,,0,,0,0,,,,,0,,0,0,0,0,,0,,0,,0,0,0,1.0,1.0,0.0,0.0,0,0,,
Hybrid,bit_flip,60,60,0,42,0.7,0.7,18,0,,1.0,0.7,3900.0,5889.999999999999,0,0.0,0,0,0.0,0.0,,0.0,42,1.0,0,0,0,60,0.7,60,0.7,60,0.7,12,0,30,1.0,1.0,0.0,0.0,0,0,0.5749129205308552,0.8010183386123089
Hybrid,deadline_miss,120,120,0,80,0.6666666666666666,0.6666666666666666,21,0,,1.0,0.6666666666666666,5800.0,10200.0,0,0.0,0,0,0.0,0.0,,0.0,80,1.0,0,0,0,120,0.6666666666666666,120,0.6666666666666666,79,0.7341772151898734,0,0,58,1.0,1.0,0.0,0.0,0,0,0.5783110162063498,0.7446825949874156
Hybrid,delayed_update,80,80,0,49,0.6125,0.6125,6,0,,1.0,0.6125,200.0,4619.999999999999,0,0.0,0,0,0.0,0.0,,0.0,49,1.0,0,0,0,80,0.6125,80,0.6125,38,0.8421052631578947,32,0,0,1.0,1.0,0.0,0.0,0,0,0.5029365721075572,0.7117543487469493
Hybrid,dropped_update,80,80,0,49,0.6125,0.6125,2,0,,1.0,0.6125,200.0,6119.999999999999,0,0.0,0,0,0.0,0.0,,0.0,49,1.0,0,0,0,80,0.6125,80,0.6125,38,0.9473684210526315,36,0,0,1.0,1.0,0.0,0.0,0,0,0.5029365721075572,0.7117543487469493
Hybrid,fan_stuck_off,60,60,0,60,1.0,1.0,0,0,,1.0,1.0,0.0,0.0,0,0.0,0,0,0.0,0.0,,0.0,60,1.0,0,0,0,60,1.0,60,1.0,60,1.0,60,0,0,1.0,1.0,0.0,0.0,0,0,0.93982814785791,0.9999999999999998
Hybrid,pump_degraded,180,180,0,155,0.8611111111111112,0.8611111111111112,25,0,,1.0,0.8611111111111112,2100.0,6129.999999999998,0,0.0,0,0,0.0,0.0,,0.0,155,1.0,0,0,0,180,0.8611111111111112,180,0.8611111111111112,180,0.8611111111111112,6,9,140,1.0,1.0,0.0,0.0,0,0,0.8030084994918879,0.9041225297869472
Hybrid,replayed_sample,80,80,0,55,0.6875,0.6875,9,0,,1.0,0.6875,0.0,7300.0,0,0.0,0,0,0.0,0.0,,0.0,55,1.0,0,0,0,80,0.6875,80,0.6875,43,0.7906976744186046,28,0,6,1.0,1.0,0.0,0.0,0,0,0.5793222425531256,0.7784959588710517
Hybrid,sensor_bias,60,60,0,52,0.8666666666666667,0.8666666666666667,8,0,,1.0,0.8666666666666667,1000.0,5600.0,0,0.0,0,0,0.0,0.0,,0.0,52,1.0,0,0,0,60,0.8666666666666667,60,0.8666666666666667,60,0.8666666666666667,0,3,49,1.0,1.0,0.0,0.0,0,0,0.7583484032350039,0.9308589051941303
Hybrid,sensor_bias_ramp,120,120,0,95,0.7916666666666666,0.7916666666666666,25,0,,1.0,0.7916666666666666,4900.0,31479.999999999978,0,0.0,0,0,0.0,0.0,,0.0,95,1.0,0,0,0,120,0.7916666666666666,120,0.7916666666666666,120,0.7916666666666666,0,0,95,1.0,1.0,0.0,0.0,0,0,0.7105232156701865,0.8547156039189031
Hybrid,sensor_interface_intermittent,60,60,0,48,0.8,0.8,11,0,,1.0,0.8,2600.0,7630.0,0,0.0,0,0,0.0,0.0,,0.0,48,1.0,0,0,0,60,0.8,60,0.8,58,0.8103448275862069,0,0,47,1.0,1.0,0.0,0.0,0,0,0.6821819419437211,0.8817149467710251
Hybrid,stuck_bit,180,180,0,104,0.5777777777777777,0.5777777777777777,31,0,,1.0,0.5777777777777777,4800.0,8109.999999999996,0,0.0,0,0,0.0,0.0,,0.0,104,1.0,0,0,0,124,0.75,122,0.7459016393442623,122,0.7459016393442623,47,0,44,1.0,1.0,0.0,0.0,0,0,0.5047375115843108,0.6475676331834382
Hybrid,task_delay,120,120,0,60,0.5,0.5,56,0,,1.0,0.5,6350.0,7600.0,0,0.0,0,0,0.0,0.0,,0.0,60,1.0,0,0,0,120,0.5,120,0.5,115,0.5130434782608696,4,0,55,1.0,1.0,0.0,0.0,0,0,0.41193870541108385,0.5880612945889161
Timing Monitor,ALL,240,240,0,240,1.0,1.0,0,0,,1.0,1.0,50.0,100.0,0,0.0,0,0,0.0,0.0,,0.0,240,1.0,0,0,0,240,1.0,240,1.0,194,1.0,191,3,0,1.0,1.0,0.0,0.0,0,0,0.9842460800584412,1
Timing Monitor,TIMING,240,240,0,240,1.0,1.0,0,0,,1.0,1.0,50.0,100.0,0,0.0,0,0,0.0,0.0,,0.0,240,1.0,0,0,0,240,1.0,240,1.0,194,1.0,191,3,0,1.0,1.0,0.0,0.0,0,0,0.9842460800584412,1
Timing Monitor,deadline_miss,120,120,0,120,1.0,1.0,0,0,,1.0,1.0,0.0,0.0,0,0.0,0,0,0.0,0.0,,0.0,120,1.0,0,0,0,120,1.0,120,1.0,79,1.0,79,0,0,1.0,1.0,0.0,0.0,0,0,0.9689808335812966,1
Timing Monitor,task_delay,120,120,0,120,1.0,1.0,0,0,,1.0,1.0,100.0,100.0,0,0.0,0,0,0.0,0.0,,0.0,120,1.0,0,0,0,120,1.0,120,1.0,115,1.0,112,3,0,1.0,1.0,0.0,0.0,0,0,0.9689808335812966,1
