experiment_id,campaign_id,campaign_label,campaign_category,campaign_event_count,campaign_ambient_offset_c,campaign_engine_load_scale,campaign_heat_generation_bias,campaign_ram_air_scale,fault_present_in_campaign,first_fault_start_ms,detection_latency_ms,detection_dtc_id,detection_dtc_label,safe_state_latency_ms,first_safe_state_id,first_safe_state_label,max_coolant_temp_c,safe_mode_duration_ms,pump_tracking_error_mean_abs,pump_tracking_error_max_abs,fan_tracking_error_mean_abs,fan_tracking_error_max_abs,final_coolant_temp_c,final_safe_state_id,final_safe_state_label,final_primary_dtc_id,final_primary_dtc_label
"fan_stuck_hot_stress","fan_stuck_hot_stress","Stuck-off fan power-stage fault under thermally stressful conditions","actuation_path_fault_stress",1,7.00,1.100,2.200,0.700,1,78100,400,3003,"fan_tracking_fault",400,1,"precautionary_cooling",114.57,41600,0.000000,0.000000,0.347205,1.000000,113.99,2,"limp_home",3003,"fan_tracking_fault"
