experiment_id,campaign_id,campaign_label,campaign_category,campaign_event_count,campaign_ambient_offset_c,campaign_engine_load_scale,campaign_heat_generation_bias,campaign_ram_air_scale,fault_present_in_campaign,first_fault_start_ms,detection_latency_ms,detection_dtc_id,detection_dtc_label,safe_state_latency_ms,first_safe_state_id,first_safe_state_label,max_coolant_temp_c,safe_mode_duration_ms,pump_tracking_error_mean_abs,pump_tracking_error_max_abs,fan_tracking_error_mean_abs,fan_tracking_error_max_abs,final_coolant_temp_c,final_safe_state_id,final_safe_state_label,final_primary_dtc_id,final_primary_dtc_label
"pump_degraded_only","pump_degraded_only","Weak-driver or supply-droop related pump-actuation campaign","actuation_path_fault",1,0.00,1.000,0.000,1.000,1,60000,1000,3002,"pump_tracking_fault",1000,1,"precautionary_cooling",96.00,26500,0.111784,0.550000,0.000000,0.000000,96.00,0,"normal",0,"none"
