partition,method,chain,model,sign,runs,faulty_runs,benign_runs,detected,coverage,macro_coverage,silent_plant,benign_false_alarms,benign_false_alarm_rate,precision,recall,latency_median_ms,latency_p95_ms,localized,localization_coverage,correct_localizations,wrong_localizations,localization_accuracy,macro_localization_accuracy,accuracy_when_localized,wrong_localization_rate,unknown,unknown_rate,localized_before_plant,preinjection_alarm_runs,propagation_supported_runs,control_effect_runs,coverage_given_control_effect,actuator_effect_runs,coverage_given_actuator_effect,plant_manifestation_runs,coverage_given_plant_manifestation,pre_plant_alarms,same_plant_alarms,post_plant_alarms,mean_anomaly_ignorance,mean_origin_ignorance,mean_detection_conflict,mean_localization_conflict,high_detection_conflict_runs,high_localization_conflict_runs
development-validation,A4,ALL,ALL,negative,92,92,0,88,0.9565217391304348,0.9565217391304348,4,0,,1.0,0.9565217391304348,21350.0,54765.0,88,1.0,88,0,1.0,1.0,1.0,0.0,0,0.0,0,0,0,44,0.9090909090909091,44,0.9090909090909091,44,0.9090909090909091,0,16,24,0.7633954752848043,0.7633954752848043,0.0,0.0,0,0
development-validation,A4,ALL,sensor_bias,ALL,64,64,0,64,1.0,1.0,0,0,,1.0,1.0,100.0,100.0,64,1.0,64,0,1.0,1.0,1.0,0.0,0,0.0,0,0,0,32,1.0,32,1.0,32,1.0,0,32,0,0.9937995718284375,0.9937995718284375,0.0,0.0,0,0
development-validation,A4,ALL,sensor_bias,positive,32,32,0,32,1.0,1.0,0,0,,1.0,1.0,100.0,100.0,32,1.0,32,0,1.0,1.0,1.0,0.0,0,0.0,0,0,0,16,1.0,16,1.0,16,1.0,0,16,0,0.9937935804057187,0.9937935804057187,0.0,0.0,0,0
development-validation,A4,ALL,sensor_bias,negative,32,32,0,32,1.0,1.0,0,0,,1.0,1.0,100.0,100.0,32,1.0,32,0,1.0,1.0,1.0,0.0,0,0.0,0,0,0,16,1.0,16,1.0,16,1.0,0,16,0,0.9938055632511562,0.9938055632511562,0.0,0.0,0,0
development-validation,A4,ALL,sensor_interface_intermittent,ALL,48,48,0,42,0.875,0.875,1,0,,1.0,0.875,200.0,594.9999999999995,42,1.0,42,0,1.0,1.0,1.0,0.0,0,0.0,9,0,0,24,0.9166666666666666,24,0.9166666666666666,22,0.9545454545454546,9,11,1,0.6144442356774167,0.6144442356774167,0.0,0.0,0,0
development-validation,A4,ALL,sensor_interface_intermittent,positive,48,48,0,42,0.875,0.875,1,0,,1.0,0.875,200.0,594.9999999999995,42,1.0,42,0,1.0,1.0,1.0,0.0,0,0.0,9,0,0,24,0.9166666666666666,24,0.9166666666666666,22,0.9545454545454546,9,11,1,0.6144442356774167,0.6144442356774167,0.0,0.0,0,0
development-validation,A4,ALL,sensor_bias_ramp,ALL,104,104,0,96,0.9230769230769231,0.9230769230769231,8,0,,1.0,0.9230769230769231,35750.0,56625.0,96,1.0,96,0,1.0,1.0,1.0,0.0,0,0.0,0,0,0,56,0.8571428571428571,56,0.8571428571428571,56,0.8571428571428571,0,0,48,0.6439627612145,0.6439627612145,0.0,0.0,0,0
development-validation,A4,ALL,sensor_bias_ramp,positive,52,52,0,48,0.9230769230769231,0.9230769230769231,4,0,,1.0,0.9230769230769231,35350.0,56665.0,48,1.0,48,0,1.0,1.0,1.0,0.0,0,0.0,0,0,0,28,0.8571428571428571,28,0.8571428571428571,28,0.8571428571428571,0,0,24,0.6419903684023653,0.6419903684023653,0.0,0.0,0,0
development-validation,A4,ALL,sensor_bias_ramp,negative,52,52,0,48,0.9230769230769231,0.9230769230769231,4,0,,1.0,0.9230769230769231,35750.0,56565.0,48,1.0,48,0,1.0,1.0,1.0,0.0,0,0.0,0,0,0,28,0.8571428571428571,28,0.8571428571428571,28,0.8571428571428571,0,0,24,0.6459351540266346,0.6459351540266346,0.0,0.0,0,0
development-validation,A4,primary,ALL,ALL,104,104,0,102,0.9807692307692307,0.9807692307692307,1,0,,1.0,0.9807692307692307,400.0,51300.0,102,1.0,102,0,1.0,1.0,1.0,0.0,0,0.0,9,0,0,104,0.9807692307692307,104,0.9807692307692307,102,0.9901960784313726,9,43,49,0.7310500603733943,0.7310500603733943,0.0,0.0,0,0
development-validation,A4,primary,ALL,positive,64,64,0,62,0.96875,0.96875,1,0,,1.0,0.96875,300.0,50874.99999999997,62,1.0,62,0,1.0,1.0,1.0,0.0,0,0.0,9,0,0,64,0.96875,64,0.96875,62,0.9838709677419355,9,27,25,0.707885655274,0.707885655274,0.0,0.0,0,0
development-validation,A4,primary,ALL,negative,40,40,0,40,1.0,1.0,0,0,,1.0,1.0,26100.0,54700.0,40,1.0,40,0,1.0,1.0,1.0,0.0,0,0.0,0,0,0,40,1.0,40,1.0,40,1.0,0,16,24,0.768113108532425,0.768113108532425,0.0,0.0,0,0
development-validation,A4,primary,sensor_bias,ALL,32,32,0,32,1.0,1.0,0,0,,1.0,1.0,100.0,100.0,32,1.0,32,0,1.0,1.0,1.0,0.0,0,0.0,0,0,0,32,1.0,32,1.0,32,1.0,0,32,0,0.9936264290006875,0.9936264290006875,0.0,0.0,0,0
development-validation,A4,primary,sensor_bias,positive,16,16,0,16,1.0,1.0,0,0,,1.0,1.0,100.0,100.0,16,1.0,16,0,1.0,1.0,1.0,0.0,0,0.0,0,0,0,16,1.0,16,1.0,16,1.0,0,16,0,0.9936663687844375,0.9936663687844375,0.0,0.0,0,0
development-validation,A4,primary,sensor_bias,negative,16,16,0,16,1.0,1.0,0,0,,1.0,1.0,100.0,100.0,16,1.0,16,0,1.0,1.0,1.0,0.0,0,0.0,0,0,0,16,1.0,16,1.0,16,1.0,0,16,0,0.9935864892169375,0.9935864892169375,0.0,0.0,0,0
development-validation,A4,primary,sensor_interface_intermittent,ALL,24,24,0,22,0.9166666666666666,0.9166666666666666,1,0,,1.0,0.9166666666666666,100.0,494.99999999999994,22,1.0,22,0,1.0,1.0,1.0,0.0,0,0.0,9,0,0,24,0.9166666666666666,24,0.9166666666666666,22,0.9545454545454546,9,11,1,0.614283885298625,0.614283885298625,0.0,0.0,0,0
development-validation,A4,primary,sensor_interface_intermittent,positive,24,24,0,22,0.9166666666666666,0.9166666666666666,1,0,,1.0,0.9166666666666666,100.0,494.99999999999994,22,1.0,22,0,1.0,1.0,1.0,0.0,0,0.0,9,0,0,24,0.9166666666666666,24,0.9166666666666666,22,0.9545454545454546,9,11,1,0.614283885298625,0.614283885298625,0.0,0.0,0,0
development-validation,A4,primary,sensor_bias_ramp,ALL,48,48,0,48,1.0,1.0,0,0,,1.0,1.0,35750.0,54665.0,48,1.0,48,0,1.0,1.0,1.0,0.0,0,0.0,0,0,0,48,1.0,48,1.0,48,1.0,0,0,48,0.6143822354925833,0.6143822354925833,0.0,0.0,0,0
development-validation,A4,primary,sensor_bias_ramp,positive,24,24,0,24,1.0,1.0,0,0,,1.0,1.0,35350.0,51300.0,24,1.0,24,0,1.0,1.0,1.0,0.0,0,0.0,0,0,0,24,1.0,24,1.0,24,1.0,0,0,24,0.61096694957575,0.61096694957575,0.0,0.0,0,0
development-validation,A4,primary,sensor_bias_ramp,negative,24,24,0,24,1.0,1.0,0,0,,1.0,1.0,35750.0,54700.0,24,1.0,24,0,1.0,1.0,1.0,0.0,0,0.0,0,0,0,24,1.0,24,1.0,24,1.0,0,0,24,0.6177975214094167,0.6177975214094167,0.0,0.0,0,0
development-validation,A4,reference,ALL,ALL,112,112,0,108,0.9642857142857143,0.9642857142857143,0,0,,1.0,0.9642857142857143,350.0,56600.0,108,1.0,108,0,1.0,1.0,1.0,0.0,0,0.0,0,0,0,0,,0,,0,,0,0,0,0.7222524198880803,0.7222524198880803,0.0,0.0,0,0
development-validation,A4,reference,ALL,positive,64,64,0,60,0.9375,0.9375,0,0,,1.0,0.9375,350.0,56605.0,60,1.0,60,0,1.0,1.0,1.0,0.0,0,0.0,0,0,0,0,,0,,0,,0,0,0,0.7090405177704687,0.7090405177704687,0.0,0.0,0,0
development-validation,A4,reference,ALL,negative,48,48,0,48,1.0,1.0,0,0,,1.0,1.0,10550.0,56565.0,48,1.0,48,0,1.0,1.0,1.0,0.0,0,0.0,0,0,0,0,,0,,0,,0,0,0,0.7398682893782291,0.7398682893782291,0.0,0.0,0,0
development-validation,A4,reference,sensor_bias,ALL,32,32,0,32,1.0,1.0,0,0,,1.0,1.0,100.0,100.0,32,1.0,32,0,1.0,1.0,1.0,0.0,0,0.0,0,0,0,0,,0,,0,,0,0,0,0.9939727146561875,0.9939727146561875,0.0,0.0,0,0
development-validation,A4,reference,sensor_bias,positive,16,16,0,16,1.0,1.0,0,0,,1.0,1.0,100.0,100.0,16,1.0,16,0,1.0,1.0,1.0,0.0,0,0.0,0,0,0,0,,0,,0,,0,0,0,0.993920792027,0.993920792027,0.0,0.0,0,0
development-validation,A4,reference,sensor_bias,negative,16,16,0,16,1.0,1.0,0,0,,1.0,1.0,100.0,100.0,16,1.0,16,0,1.0,1.0,1.0,0.0,0,0.0,0,0,0,0,,0,,0,,0,0,0,0.9940246372853749,0.9940246372853749,0.0,0.0,0,0
development-validation,A4,reference,sensor_interface_intermittent,ALL,24,24,0,20,0.8333333333333334,0.8333333333333334,0,0,,1.0,0.8333333333333334,300.0,700.0,20,1.0,20,0,1.0,1.0,1.0,0.0,0,0.0,0,0,0,0,,0,,0,,0,0,0,0.6146045860562084,0.6146045860562084,0.0,0.0,0,0
development-validation,A4,reference,sensor_interface_intermittent,positive,24,24,0,20,0.8333333333333334,0.8333333333333334,0,0,,1.0,0.8333333333333334,300.0,700.0,20,1.0,20,0,1.0,1.0,1.0,0.0,0,0.0,0,0,0,0,,0,,0,,0,0,0,0.6146045860562084,0.6146045860562084,0.0,0.0,0,0
development-validation,A4,reference,sensor_bias_ramp,ALL,48,48,0,48,1.0,1.0,0,0,,1.0,1.0,35550.0,56700.0,48,1.0,48,0,1.0,1.0,1.0,0.0,0,0.0,0,0,0,0,,0,,0,,0,0,0,0.6144303416737084,0.6144303416737084,0.0,0.0,0,0
development-validation,A4,reference,sensor_bias_ramp,positive,24,24,0,24,1.0,1.0,0,0,,1.0,1.0,35550.0,56785.0,24,1.0,24,0,1.0,1.0,1.0,0.0,0,0.0,0,0,0,0,,0,,0,,0,0,0,0.6135562666470417,0.6135562666470417,0.0,0.0,0,0
development-validation,A4,reference,sensor_bias_ramp,negative,24,24,0,24,1.0,1.0,0,0,,1.0,1.0,36300.0,56685.0,24,1.0,24,0,1.0,1.0,1.0,0.0,0,0.0,0,0,0,0,,0,,0,,0,0,0,0.615304416700375,0.615304416700375,0.0,0.0,0,0
development-validation,A4,common_mode,ALL,ALL,8,8,0,0,0.0,0.0,8,0,,,0.0,,,0,,0,0,,,,,0,,0,0,0,8,0.0,8,0.0,8,0.0,0,0,0,0.99864043279075,0.99864043279075,0.0,0.0,0,0
development-validation,A4,common_mode,ALL,positive,4,4,0,0,0.0,0.0,4,0,,,0.0,,,0,,0,0,,,,,0,,0,0,0,4,0.0,4,0.0,4,0.0,0,0,0,0.998735491894,0.998735491894,0.0,0.0,0,0
development-validation,A4,common_mode,ALL,negative,4,4,0,0,0.0,0.0,4,0,,,0.0,,,0,,0,0,,,,,0,,0,0,0,4,0.0,4,0.0,4,0.0,0,0,0,0.9985453736875001,0.9985453736875001,0.0,0.0,0,0
development-validation,A4,common_mode,sensor_bias_ramp,ALL,8,8,0,0,0.0,0.0,8,0,,,0.0,,,0,,0,0,,,,,0,,0,0,0,8,0.0,8,0.0,8,0.0,0,0,0,0.99864043279075,0.99864043279075,0.0,0.0,0,0
development-validation,A4,common_mode,sensor_bias_ramp,positive,4,4,0,0,0.0,0.0,4,0,,,0.0,,,0,,0,0,,,,,0,,0,0,0,4,0.0,4,0.0,4,0.0,0,0,0,0.998735491894,0.998735491894,0.0,0.0,0,0
development-validation,A4,common_mode,sensor_bias_ramp,negative,4,4,0,0,0.0,0.0,4,0,,,0.0,,,0,,0,0,,,,,0,,0,0,0,4,0.0,4,0.0,4,0.0,0,0,0,0.9985453736875001,0.9985453736875001,0.0,0.0,0,0
